,_runtime,_step,_timestamp,actor_grad_norm,encoder_grad_norm,global_grad_norm,planner_grad_norm,train_act_with_enc_loss,train_act_with_plan_loss,train_loss,train_reg_loss,valid_act_with_enc_loss,valid_act_with_plan_loss,valid_gripper_loss,valid_loss,valid_max_position_loss,valid_max_rotation_loss,valid_position_loss,valid_reg_loss,valid_rotation_loss
13,5409,2820,1613438922,0.018452635034918785,0.011723073199391365,0.021900001913309097,0.00046673184260725975,0.0014251208631321788,0.011516834609210491,0.0016473755240440369,7.408487796783447,0.0022089648991823196,0.011683903634548187,0.03877967596054077,0.011908547021448612,0.7272149920463562,2.6514534950256348,0.0036253593862056732,7.488134860992432,0.010710521601140499
14,5446,2840,1613438959,0.014955827966332436,0.009291773661971092,0.017655551433563232,0.0004675795789808035,0.0013891735579818487,0.011534757912158966,0.0016157759819179773,7.553419589996338,0.0022329313214868307,0.011300983838737011,0.03641781955957413,0.011532476171851158,0.7170091867446899,2.9643619060516357,0.003500064369291067,7.716430187225342,0.010729624889791012
15,5559,2900,1613439072,0.017061498016119003,0.010513472370803356,0.020079169422388077,0.0004619508399628103,0.0014362302608788013,0.011814774945378304,0.0016634298954159021,7.573324680328369,0.002188644837588072,0.01207626610994339,0.03964700549840927,0.012308327481150627,0.7060210704803467,2.601972818374634,0.0036994118709117174,7.7353973388671875,0.011262873187661171
16,6677,3500,1613440190,0.02327590435743332,0.01525835134088993,0.027888979762792587,0.00039114541141316295,0.001495367381721735,0.012410733848810196,0.0017392998561263084,8.131078720092773,0.002138680312782526,0.01187310740351677,0.037385765463113785,0.012101087719202042,0.7426854968070984,3.2190372943878174,0.003579559735953808,7.599342346191406,0.011662434786558151
17,7200,3780,1613440713,0.023312721401453018,0.014280008152127266,0.027378490194678307,0.0003795158409047872,0.002473024185746908,0.013461075723171234,0.002715000882744789,8.065881729125977,0.002308665309101343,0.011149288155138493,0.037129200994968414,0.011372517794370651,0.6622451543807983,3.4085025787353516,0.0032087783329188824,7.440972328186035,0.010429827496409416
18,7722,4060,1613441235,0.01602289453148842,0.010022731497883797,0.018935944885015488,0.0003720495733432472,0.001259712385945022,0.011500686407089233,0.001489926828071475,7.6738152503967285,0.002039786893874407,0.011722108349204063,0.03796640411019325,0.011956630274653435,0.668897271156311,2.862837314605713,0.003464415203779936,7.817420959472656,0.01123170368373394
19,9512,5020,1613443025,0.02413519099354744,0.015980128198862076,0.028978804126381874,0.00040114778676070273,0.0020942799746990204,0.013508252799510956,0.0023425917606800795,8.277059555053711,0.002038836944848299,0.011032484471797943,0.03698184713721275,0.011259825900197029,0.6149365901947021,2.725041389465332,0.0030516525730490685,7.578067302703857,0.010363524779677391
20,9923,5240,1613443436,0.02108984999358654,0.013194444589316845,0.024912310764193535,0.0004277306725271046,0.0012157672317698598,0.010986877605319023,0.001445357920601964,7.653027534484863,0.001875237561762333,0.011562425643205643,0.03843558579683304,0.011798785999417305,0.6919819116592407,3.096146821975708,0.003269890323281288,7.87868595123291,0.010897238738834858
21,9997,5280,1613443510,0.017658231779932976,0.011278177611529827,0.020988663658499718,0.0003845099126920104,0.0011839591898024082,0.01122909877449274,0.001419426640495658,7.848918914794922,0.0019104189705103636,0.011350246146321297,0.037015803158283234,0.011585629545152187,0.6918571591377258,2.5722527503967285,0.003401277121156454,7.84608268737793,0.010744031518697739
22,10071,5320,1613443584,0.012781189754605293,0.0074043734930455685,0.01480381190776825,0.00037044589407742023,0.0011789383133873343,0.011290992610156536,0.0014181988080963492,7.975348472595215,0.001855080365203321,0.011649180203676224,0.03882245346903801,0.01189432479441166,0.6259003281593323,2.624511957168579,0.0032428093254566193,8.171483993530273,0.010997794568538666
23,10108,5340,1613443621,0.016085868701338768,0.008825714699923992,0.018405195325613022,0.00037081894697621465,0.0012148261303082108,0.01140781119465828,0.0014540725387632847,7.974881172180176,0.0018582839984446764,0.011822674423456192,0.0389038510620594,0.012067180126905441,0.6468537449836731,3.062178373336792,0.003201917512342334,8.150213241577148,0.011416370049118996
24,10182,5380,1613443695,0.016397414728999138,0.009340854361653328,0.018908895552158356,0.0004433713329490274,0.0012603645445778966,0.011769185774028301,0.0014971656491979957,7.893374443054199,0.0018837788375094533,0.011855339631438255,0.038870856165885925,0.012101281434297562,0.6010293960571289,3.1392338275909424,0.0032061433885246515,8.19808578491211,0.011499360203742981
25,11754,6220,1613445267,0.05272173881530762,0.03558209538459778,0.06375690549612045,0.0006562439957633615,0.003962681628763676,0.01750245690345764,0.00423419987782836,9.050642013549805,0.0022786245681345463,0.011713600717484951,0.03798103705048561,0.011942654848098755,0.5788156986236572,3.4930524826049805,0.0031407815404236317,7.635119915008545,0.01153060607612133
26,12912,6840,1613446425,0.017339061945676804,0.014324058778584003,0.022517891600728035,0.00037888155202381313,0.0013684164732694626,0.011411688290536404,0.0016216769581660628,8.442015647888184,0.0013317689299583435,0.011115584522485733,0.03365660458803177,0.01136142946779728,0.6965382099151611,2.585862398147583,0.0032708370126783848,8.194806098937988,0.01144665852189064
27,13999,7420,1613447512,0.020621594041585922,0.014078482985496521,0.025048602372407913,0.00040687512955628335,0.0011937550734728575,0.01182997040450573,0.0014517259551212192,8.599034309387207,0.0015782946720719337,0.012141520157456398,0.03833618015050888,0.012400999665260315,0.671695351600647,3.24466609954834,0.003334475215524435,8.649320602416992,0.01221701130270958
28,14298,7580,1613447811,0.013916080817580223,0.008354215882718563,0.016258424147963524,0.0002760661009233445,0.0011796292383223772,0.011560036800801754,0.0014253498520702124,8.19068717956543,0.001744394889101386,0.011299483478069305,0.03834610432386398,0.011546425521373749,0.6093957424163818,3.1458723545074463,0.0029433085583150387,8.231430053710938,0.010640119202435017
29,14484,7680,1613447997,0.017144113779067993,0.010739735327661037,0.02031758800148964,0.00031959902844391763,0.0010505213867872953,0.010885762050747871,0.0012932983227074146,8.092565536499023,0.0016609253361821175,0.010966246947646141,0.03561399132013321,0.01121450960636139,0.5938562154769897,2.723059892654419,0.003082889597862959,8.275430679321289,0.010633686557412148
30,14895,7900,1613448408,0.019457418471574783,0.012029956094920635,0.022946029901504517,0.0003706616989802569,0.001175554352812469,0.011354289017617702,0.0014224029146134853,8.22828197479248,0.001702799927443266,0.011989153921604156,0.039439547806978226,0.012243843637406826,0.6092405319213867,3.091923713684082,0.003019294934347272,8.489660263061523,0.011808881536126137
31,15981,8480,1613449494,0.023156825453042984,0.014171784743666649,0.027201855555176735,0.0003927472571376711,0.0011556136887520552,0.011406910605728626,0.001412588288076222,8.56581974029541,0.0014480515383183956,0.011176008731126785,0.034415192902088165,0.011427182704210281,0.5795003175735474,2.945293426513672,0.0028874585404992104,8.372474670410156,0.011718163266777992
32,16242,8620,1613449755,0.016632627695798874,0.011661635711789131,0.02036190778017044,0.0003709271550178528,0.0011239105369895697,0.011651451699435711,0.001386031275615096,8.737359046936035,0.0014176833210512996,0.011812945827841759,0.03854796290397644,0.012072160840034485,0.6934784650802612,2.780235767364502,0.003181710373610258,8.640472412109375,0.011532509699463844
33,16543,8780,1613450056,0.016392318531870842,0.010133877396583557,0.019352547824382782,0.0003163320361636579,0.0012482830788940191,0.012542398646473885,0.001505418447777629,8.571179389953613,0.0016327565535902977,0.011287292465567589,0.03678688034415245,0.011535423807799816,0.640264630317688,3.2859344482421875,0.003021544311195612,8.271017074584961,0.011053179390728474
34,17028,9040,1613450541,0.015498952940106392,0.00906128715723753,0.017992282286286354,0.00033534289104864,0.001062610768713057,0.010858393274247646,0.001316481502726674,8.46235466003418,0.001561550423502922,0.01109695341438055,0.035765260457992554,0.011355998925864697,0.5671171545982361,2.933095932006836,0.002782881958410144,8.63486385345459,0.01118825376033783
35,17254,9160,1613450767,0.015137212350964546,0.010837182402610779,0.01865554414689541,0.00037137739127501845,0.0011253629345446825,0.01161400880664587,0.0013848455855622888,8.649420738220215,0.0015313304029405117,0.011751275509595871,0.03687219321727753,0.012015381827950478,0.5645275712013245,3.038764238357544,0.0029766138177365065,8.803559303283691,0.012152295559644699
36,18264,9700,1613451777,0.023611128330230713,0.013167490251362324,0.027110595256090164,0.0003687929711304605,0.001082566101104021,0.011181727051734924,0.0013441108167171478,8.718156814575195,0.0013331560185179114,0.011404570192098618,0.03594601899385452,0.011662863194942474,0.6706752777099609,3.436643123626709,0.0029722144827246666,8.609811782836914,0.011656440794467926
37,18453,9800,1613451966,0.014338413253426552,0.008280312642455101,0.016602590680122375,0.0003367809986229986,0.0011236558202654123,0.011785997077822685,0.0013943457743152976,9.023000717163086,0.0014094101497903466,0.01206900179386139,0.03858880698680878,0.012335879728198051,0.7076696753501892,3.0469131469726562,0.0031108385883271694,8.895962715148926,0.012187231332063675
38,19728,10480,1613453241,0.013681608252227306,0.009039061143994331,0.016446886584162712,0.0003640506765805185,0.0010550795122981071,0.011085255071520805,0.0013146831188350916,8.65345287322998,0.0013165385462343693,0.010986538603901863,0.03290139138698578,0.011252328753471375,0.6572057008743286,3.3486733436584473,0.0028915791772305965,8.859655380249023,0.011776547878980637
39,19915,10580,1613453428,0.011059647426009178,0.007975068874657154,0.013658436946570873,0.00037151819560676813,0.001209659269079566,0.010938911698758602,0.001472368254326284,8.756975173950195,0.001172817312180996,0.010318955406546593,0.0284569151699543,0.010576389729976654,0.6146694421768188,2.8764564990997314,0.0029467057902365923,8.581117630004883,0.011645217426121235
40,20103,10680,1613453616,0.013898025266826153,0.010298068635165691,0.017323294654488564,0.0003828472108580172,0.001169073861092329,0.010575654916465282,0.001432256307452917,8.772743225097656,0.001144664129242301,0.010321463458240032,0.02886516973376274,0.010578764602541924,0.6288185119628906,2.9822940826416016,0.0030281601939350367,8.576691627502441,0.011433529667556286
41,20997,11160,1613454510,0.056261349469423294,0.03707864135503769,0.06753827631473541,0.0007754756370559335,0.003294175025075674,0.017172716557979584,0.0035834782756865025,9.643439292907715,0.0020975542720407248,0.01166592352092266,0.03655897453427315,0.011923229321837425,0.7272909879684448,2.834153175354004,0.0031835087575018406,8.576858520507812,0.011850652284920216
42,21034,11180,1613454547,0.04696331545710564,0.027919525280594826,0.054748959839344025,0.0005479876417666674,0.0026634850073605776,0.016115397214889526,0.002939352998510003,9.195602416992188,0.001757024205289781,0.010655706748366356,0.03498820960521698,0.010907967574894428,0.6187394857406616,3.1620771884918213,0.0027344655245542526,8.408682823181152,0.010466113686561584
43,21635,11500,1613455148,0.013851141557097435,0.009804756380617619,0.017013350501656532,0.00032205897150561213,0.000978523981757462,0.010595584288239479,0.0012383930152282119,8.662294387817383,0.001386605086736381,0.011057860217988491,0.03645985201001167,0.01132543571293354,0.6414100527763367,2.880967617034912,0.0027307698037475348,8.919193267822266,0.010917620733380318
44,21936,11660,1613455449,0.018539201468229294,0.013050703331828117,0.0227451603859663,0.00032956397626549006,0.0010351077653467655,0.011193869635462761,0.0013019150355830789,8.893572807312012,0.0014879163354635239,0.011178182438015938,0.035488858819007874,0.01144927367568016,0.6133037209510803,3.112985610961914,0.002685053739696741,9.036370277404785,0.011567752808332443
45,22087,11740,1613455600,0.012642587535083294,0.009410851635038853,0.01579868793487549,0.00035024640965275466,0.001158069702796638,0.010963978245854378,0.0014256717404350638,8.920064926147461,0.0011952028144150972,0.010397225618362427,0.031002268195152283,0.010660327970981598,0.5899935960769653,2.7555646896362305,0.002842423040419817,8.770061492919922,0.011083679273724556
46,22312,11860,1613455825,0.013486707583069801,0.009830806404352188,0.016705024987459183,0.0003487005888018757,0.0011496299412101507,0.010811123065650463,0.0014184514293447137,8.960716247558594,0.0010988806607201695,0.010831257328391075,0.031291693449020386,0.011092280969023705,0.6375642418861389,3.2445244789123535,0.0029512550681829453,8.700790405273438,0.01189111266285181
47,22799,12120,1613456312,0.017844323068857193,0.011038284748792648,0.021013593301177025,0.00036121043376624584,0.000993244582787156,0.011134831234812737,0.0012655439786612988,9.076658248901367,0.001178353326395154,0.011296875774860382,0.034472934901714325,0.011566165834665298,0.667536199092865,3.237027883529663,0.0028743173461407423,8.976353645324707,0.011994078755378723
48,23586,12540,1613457099,0.01355923991650343,0.009143996983766556,0.016404753550887108,0.0003186311514582485,0.0009672913583926857,0.011133472435176373,0.0012293533654883504,8.73540210723877,0.0014015729539096355,0.010885605588555336,0.03435574471950531,0.011157380416989326,0.6171327829360962,3.094503879547119,0.002828913042321801,9.059181213378906,0.011118918657302856
49,24146,12840,1613457659,0.02118191309273243,0.012123639695346355,0.024445999413728714,0.00042122387094423175,0.0010181153193116188,0.010716154240071774,0.0012776469811797142,8.651056289672852,0.001365628675557673,0.011460095643997192,0.037208110094070435,0.011734163388609886,0.6525402069091797,3.4565024375915527,0.002727293409407139,9.135580062866211,0.011610225774347782
50,24183,12860,1613457696,0.016039852052927017,0.01016630232334137,0.01905686780810356,0.00035648338962346315,0.0010283004958182573,0.011280618607997894,0.001297025941312313,8.957509994506836,0.0013323788298293948,0.011396998539566994,0.035540737211704254,0.01167278178036213,0.5626220703125,3.0874900817871094,0.00272853160277009,9.192811965942383,0.012017551809549332
51,25235,13420,1613458748,0.02292214147746563,0.013460132293403149,0.026627400889992714,0.0003756288206204772,0.000971610308624804,0.010712957009673119,0.0012405990855768323,8.966291427612305,0.0012097355211153626,0.011250084266066551,0.035313479602336884,0.011522524990141392,0.8156163096427917,2.782335042953491,0.002828695345669985,9.081382751464844,0.01165033970028162
52,26808,14260,1613460321,0.014195862226188183,0.010014409199357033,0.01741192862391472,0.0003966079093515873,0.001120532164350152,0.01047289278358221,0.001391845173202455,9.043773651123047,0.0011228511575609446,0.010263716802001,0.029388368129730225,0.010533471591770649,0.7191197872161865,3.1416637897491455,0.0028509271796792746,8.991829872131348,0.011301620863378048
53,26996,14360,1613460509,0.011539519764482975,0.008346163667738438,0.014279144816100597,0.0003911997191607952,0.0010802514152601361,0.01041212398558855,0.0013553843600675464,9.171096801757812,0.0010497834300622344,0.010147176682949066,0.027515292167663574,0.010414513759315014,0.6551992893218994,2.7305030822753906,0.0029161907732486725,8.9112548828125,0.011588789522647858
54,27861,14820,1613461374,0.021367928013205528,0.013317661359906197,0.025232812389731407,0.0003883963217958808,0.0009628251427784562,0.010926682502031326,0.0012351090554147959,9.076130867004395,0.0012290385784581304,0.011624790728092194,0.03613363206386566,0.011909306049346924,0.7101278901100159,3.325087547302246,0.0029810145497322083,9.483844757080078,0.012098951265215874
55,29289,15580,1613462802,0.012857174500823021,0.009515227749943733,0.016033373773097992,0.0003938890004064888,0.0010495212627574801,0.01041888352483511,0.0013278508558869362,9.27764892578125,0.0010536081390455365,0.010464144870638847,0.030052555724978447,0.010739535093307495,0.7635058164596558,3.261364459991455,0.002900946419686079,9.179673194885254,0.01149787101894617
56,31166,16580,1613464679,0.016084473580121994,0.009507500566542149,0.018727460876107216,0.00037078693276271224,0.0009456059196963906,0.011232064105570316,0.00122683378867805,9.374267578125,0.0012721566017717123,0.011395418085157871,0.03608046844601631,0.01168532483279705,0.6931276321411133,3.022693395614624,0.002796804066747427,9.66355037689209,0.011765681207180023
57,31502,16760,1613465015,0.01450407225638628,0.010506877675652504,0.01794980838894844,0.00041752448305487633,0.0010796081041917205,0.010141417384147644,0.001359160291031003,9.318406105041504,0.0010418600868433714,0.00999148003757,0.027898475527763367,0.010264736600220203,0.8055762052536011,2.8061890602111816,0.0028107333928346634,9.108560562133789,0.011203226633369923
58,32366,17220,1613465879,0.015260837972164154,0.008284308947622776,0.01742825098335743,0.00038712372770532966,0.000946091313380748,0.010956789366900921,0.0012308915611356497,9.493342399597168,0.001132926088757813,0.011518497951328754,0.03699930012226105,0.011804057285189629,0.8752008676528931,3.1021223068237305,0.002927399706095457,9.518619537353516,0.011615993455052376
59,33375,17760,1613466888,0.017523519694805145,0.012151848524808884,0.021360252052545547,0.00037966956733725965,0.0009188851108774543,0.010754147544503212,0.0011944312136620283,9.184867858886719,0.001246506697498262,0.010483218356966972,0.03281167149543762,0.01076972670853138,0.7204312086105347,2.638982057571411,0.0025819772854447365,9.550273895263672,0.010941642336547375
60,34913,18580,1613468426,0.05135321617126465,0.03265523910522461,0.06097646802663803,0.000679364544339478,0.0022084834054112434,0.016009623184800148,0.002483679447323084,9.173192977905273,0.0016690650954842567,0.010699440725147724,0.03507576510310173,0.010969551280140877,0.6538363695144653,3.201310873031616,0.002664220053702593,9.003682136535645,0.010609220713376999
61,34989,18620,1613468502,0.02613232657313347,0.015418192371726036,0.03044895827770233,0.0005257748998701572,0.001408787677064538,0.0131426602602005,0.001676729298196733,8.931390762329102,0.0013918527401983738,0.010271549224853516,0.03296981006860733,0.010539202019572258,0.6540228724479675,3.436361789703369,0.0025245530996471643,8.921806335449219,0.010452455841004848
62,38371,20420,1613471884,0.014167102985084057,0.010662157088518143,0.017772924154996872,0.00040276264189742506,0.0010010333498939872,0.01000084076076746,0.0012850400526076555,9.466888427734375,0.0010064468951895833,0.00980694591999054,0.027349093928933144,0.010086857713758945,0.6647988557815552,3.310056686401367,0.002586690243333578,9.330413818359375,0.011179817840456963
63,39271,20900,1613472784,0.02140449546277523,0.012424846179783344,0.024805691093206406,0.0004227753379382193,0.0008808371494524181,0.010075526311993599,0.0011591191869229078,9.276067733764648,0.0011117790127173066,0.011107021011412144,0.03497845679521561,0.011398887261748314,0.8104516267776489,3.0970001220703125,0.002656086813658476,9.728870391845703,0.011600809171795845
64,39573,21060,1613473086,0.05282421037554741,0.030760550871491432,0.06120562553405762,0.0006843474111519754,0.002223925432190299,0.016338571906089783,0.0024955980479717255,9.055765151977539,0.001443039975129068,0.010166209191083908,0.03318195044994354,0.010432953014969826,0.6309748888015747,3.140453338623047,0.0024960816372185946,8.89146614074707,0.010164422914385796
65,40059,21320,1613473572,0.014693493023514748,0.009104136377573013,0.017356304451823235,0.0003798252728302032,0.0007838103920221329,0.009698988869786263,0.001058371039107442,9.152013778686523,0.0011117438552901149,0.010221422649919987,0.03169216215610504,0.010509996674954891,0.7141132354736328,2.954578161239624,0.0026391814462840557,9.619132995605469,0.010646750219166279
66,44222,23540,1613477735,0.04722846299409866,0.0296572707593441,0.05588037893176079,0.0006653635064139962,0.0021381427068263292,0.015961285680532455,0.002419492695480585,9.378335952758789,0.001420888933353126,0.009987132623791695,0.03295927494764328,0.010244447737932205,0.6839324831962585,3.0439186096191406,0.0024473420344293118,8.57717514038086,0.009869541972875595
67,45832,24400,1613479345,0.013278612866997719,0.00832329224795103,0.015714382752776146,0.0003787900786846876,0.0009532185504212976,0.011227802373468876,0.0012582584749907255,10.167998313903809,0.0009695671033114195,0.010184873826801777,0.030052386224269867,0.010474419221282005,0.6542051434516907,3.120621919631958,0.002643926301971078,9.651514053344727,0.011103315278887749
68,45983,24480,1613479496,0.01983126625418663,0.010437872260808945,0.022525478154420853,0.00044696900295093656,0.000831015408039093,0.00982061680406332,0.0011134163942188025,9.413370132446289,0.001025201752781868,0.010423017665743828,0.03321215137839317,0.010715246200561523,0.7321054935455322,2.7288317680358887,0.0025719753466546535,9.740970611572266,0.010677682235836983
69,46658,24840,1613480171,0.01290141511708498,0.00616736663505435,0.014363710768520832,0.00039818609366193414,0.0008777522598393261,0.010692199692130089,0.001147866016253829,9.00379467010498,0.0011271496769040823,0.00988573208451271,0.03113715909421444,0.010174399241805077,0.748396098613739,2.921879291534424,0.0024929633364081383,9.622197151184082,0.010194692760705948
70,46695,24860,1613480208,0.013729795813560486,0.0070128003135323524,0.015502220019698143,0.00044385326327756047,0.0008880508248694241,0.011489377357065678,0.0011674785055220127,9.314252853393555,0.0011227554641664028,0.010025421157479286,0.03221939504146576,0.010309182107448578,0.6554607152938843,2.9760870933532715,0.0024561656173318624,9.458687782287598,0.010196683928370476
71,47225,25140,1613480738,0.01593552529811859,0.008291290141642094,0.018052417784929276,0.00039267755346372724,0.0008330137352459133,0.010061850771307945,0.001114396844059229,9.379435539245605,0.0011336891911923885,0.010781589895486832,0.03374619781970978,0.011082269251346588,0.724645733833313,3.3446125984191895,0.002499803900718689,10.022649765014648,0.011408505961298943
72,47262,25160,1613480775,0.014353384263813496,0.007406054530292749,0.01619953103363514,0.00043280748650431633,0.0008413322502747178,0.010309015400707722,0.0011209382209926844,9.32020378112793,0.0011354050366207957,0.010934989899396896,0.03501296788454056,0.01124002505093813,0.6830874085426331,3.0670711994171143,0.0025311242789030075,10.167871475219727,0.011312860064208508
73,47336,25200,1613480849,0.019702333956956863,0.011048426851630211,0.022671975195407867,0.00041247502667829394,0.0008385662804357708,0.010033147409558296,0.0011166371405124664,9.269026756286621,0.0010976147605106235,0.010525660589337349,0.03443791717290878,0.010823497548699379,0.7683509588241577,2.77708101272583,0.0025060304906219244,9.92790412902832,0.010574539192020893
74,48875,26020,1613482388,0.04575657099485397,0.02470426633954048,0.052097171545028687,0.0007307681371457875,0.0016987973358482122,0.014641386456787586,0.001967300195246935,8.950092315673828,0.0012545489007607102,0.009865270927548409,0.032204970717430115,0.010137215256690979,0.616490364074707,2.7914743423461914,0.0023712930269539356,9.064775466918945,0.009912683628499508
75,49849,26540,1613483362,0.014646667055785656,0.009803172200918198,0.01767616905272007,0.00044900443754158914,0.0008043256821110845,0.010198674164712429,0.0010867906967177987,9.41550350189209,0.001080316142179072,0.010078306309878826,0.03240825980901718,0.01038280688226223,0.7043619155883789,3.1481075286865234,0.002432227600365877,10.150057792663574,0.010281065478920937
76,50377,26820,1613483890,0.012784905731678009,0.00831773690879345,0.015282061882317066,0.00046863360330462456,0.0009324917336925864,0.00969721656292677,0.0012301972601562738,9.923518180847168,0.0009344957652501762,0.009459804743528366,0.025872986763715744,0.009753870777785778,0.6918154358863831,2.9588963985443115,0.002493093255907297,9.802196502685547,0.010955454781651497
77,52364,27880,1613485877,0.014597642235457897,0.009663024917244911,0.017544083297252655,0.000484072690596804,0.0009725629352033138,0.009346078149974346,0.0012622805079445243,9.657251358032227,0.0009580962359905243,0.00928456149995327,0.02651141583919525,0.009563779458403587,0.5884479880332947,2.693452835083008,0.0023837201297283173,9.307259559631348,0.010443117469549179
78,52589,28000,1613486102,0.012795512564480305,0.007873025722801685,0.015075372532010078,0.00048683187924325466,0.0009041506564244628,0.009068836458027363,0.0011967248283326626,9.752471923828125,0.0009079573792405427,0.00922546349465847,0.024484599009156227,0.00951298139989376,0.7381296157836914,3.0871922969818115,0.0025616383645683527,9.583919525146484,0.010802910663187504
79,52966,28200,1613486479,0.018819797784090042,0.009107264690101147,0.02096405439078808,0.0004658014513552189,0.0007827235385775566,0.009533951990306377,0.0010682244319468737,9.516695022583008,0.0009697831701487303,0.009977368637919426,0.030425304546952248,0.010273441672325134,0.7243090271949768,3.105496883392334,0.002466905862092972,9.869085311889648,0.01067185029387474
80,53417,28440,1613486930,0.019175250083208084,0.010139500722289085,0.0217613335698843,0.0004668746259994805,0.0007846180233173072,0.00962923001497984,0.001066632685251534,9.400487899780273,0.0010065677342936397,0.010633476078510284,0.03343696892261505,0.010933495126664639,0.7025707960128784,2.8423781394958496,0.002605489455163479,10.000661849975586,0.011060296557843685
