,_runtime,_step,_timestamp,actor_grad_norm,actor_grad_norm_clipped,encoder_grad_norm,encoder_grad_norm_clipped,global_grad_norm,planner_grad_norm,planner_grad_norm_clipped,test,test2,train_act_with_enc_loss,train_act_with_plan_loss,train_loss,train_reg_loss,valid_act_with_enc_loss,valid_act_with_plan_loss,valid_gripper_loss,valid_loss,valid_max_position_loss,valid_max_rotation_loss,valid_position_loss,valid_reg_loss,valid_rotation_loss
0,785,200,1613045123,29.17263412475586,29.17263412475586,0.3246796429157257,0.3246796429157257,0.23604948818683624,0.01142304390668869,0.1142304539680481,0,0,-0.19191084802150726,-0.15594594180583954,-0.17809954285621643,0.2762264013290405,-0.2887318730354309,-0.24554899334907532,0.058449335396289825,-0.23499181866645813,21.167081832885742,25.472536087036133,0.019443104043602943,0.21114341914653778,0.03843187168240547
1,1076,340,1613045414,40.213462829589844,40.213462829589844,0.3318417966365814,0.3318417966365814,0.23604950308799744,0.021022245287895203,0.21022243797779083,0,0,-0.3812735080718994,-0.34055131673812866,-0.3648921251296997,0.32762661576271057,-0.5216751098632812,-0.4915148615837097,0.04342725872993469,-0.47758594155311584,18.670330047607422,21.454723358154297,0.018516123294830322,0.2785782814025879,0.02526717819273472
2,2819,1180,1613047157,101.32518768310547,101.32518768310547,0.6483796834945679,0.6483796834945679,0.23604965209960938,0.09150726348161697,0.9150726199150085,0,0,-0.8740763664245605,-0.8544141054153442,-0.8613165020942688,0.2551942467689514,-0.9267146587371826,-0.9327429533004761,0.023649804294109344,-0.9223781824111938,12.704557418823242,16.062517166137695,0.01130182109773159,0.20729511976242065,0.01041470468044281
3,5966,2680,1613050304,96.75186920166016,96.75186920166016,0.48485714197158813,0.48485714197158813,0.23604965209960938,0.22643356025218964,2.2643356323242188,0,0,-1.3034019470214844,-1.2519681453704834,-1.2904759645462036,0.25851938128471375,-1.2867496013641357,-1.2420793771743774,0.015843667089939117,-1.229445457458496,12.431419372558594,15.133535385131836,0.009340185672044754,0.2526789605617523,0.007089049555361271
4,6172,2780,1613050510,114.0225601196289,114.0225601196289,0.9924765825271606,0.9924765825271606,0.23604965209960938,0.1667901575565338,1.6679013967514038,0,0,-1.3506141901016235,-1.3272079229354858,-1.3361127376556396,0.290025532245636,-0.7477094531059265,-0.7273269891738892,0.01968696527183056,-0.7143996357917786,11.642358779907227,15.180667877197266,0.009346626698970795,0.2585473954677582,0.007641683332622051
5,6339,2860,1613050677,84.83304595947266,84.83304595947266,0.4281744956970215,0.4281744956970215,0.23604965209960938,0.11029006540775299,1.102900505065918,0,0,-1.4044336080551147,-1.371259093284607,-1.3910655975341797,0.2673623859882355,-1.6193466186523438,-1.5980604887008667,0.016740873456001282,-1.5879828929901123,11.223592758178711,14.77821159362793,0.005591856315732002,0.20155411958694458,0.006908264011144638
6,6896,3120,1613051234,74.60558319091797,74.60558319091797,0.3529891073703766,0.3529891073703766,0.23604965209960938,0.11757569015026093,1.175756812095642,0,0,-1.6829731464385986,-1.6408045291900635,-1.6724342107772827,0.21077711880207062,-1.784419298171997,-1.7527190446853638,0.01835794746875763,-1.7439849376678467,12.349769592285156,15.37623119354248,0.003243545303121209,0.17468199133872986,0.005596708972007036
7,7354,3340,1613051692,114.7612075805664,114.7612075805664,0.6730666756629944,0.6730666756629944,0.23604965209960938,0.15453371405601501,1.545337200164795,0,0,-1.5414296388626099,-1.513500452041626,-1.5303146839141846,0.22229823470115662,-1.6528280973434448,-1.6320053339004517,0.022418836131691933,-1.6217262744903564,12.80749797821045,15.105340957641602,0.0037284702993929386,0.20557931065559387,0.006142523139715195
8,8025,3660,1613052363,92.58292388916016,92.58292388916016,0.38988569378852844,0.38988569378852844,0.23604968190193176,0.04693106561899185,0.46931061148643494,0,0,-1.8518836498260498,-1.7960231304168701,-1.8408794403076172,0.22009079158306122,-1.883050799369812,-1.8426780700683594,0.014041295275092125,-1.8333587646484375,12.672769546508789,15.473682403564453,0.0023948135785758495,0.18638724088668823,0.005811051465570927
9,8320,3800,1613052658,96.7577133178711,96.7577133178711,0.5489449501037598,0.5489449501037598,0.23604968190193176,0.19525587558746338,1.9525585174560547,0,0,-1.746962547302246,-1.7194817066192627,-1.736710548400879,0.20503933727741241,-1.4081006050109863,-1.4045590162277222,0.02213302254676819,-1.3957412242889404,12.415034294128418,14.134533882141113,0.0028955526649951935,0.1763552725315094,0.007087908685207367
