,_runtime,_step,_timestamp,actor_grad_norm,actor_grad_norm_clipped,encoder_grad_norm,encoder_grad_norm_clipped,global_grad_norm,planner_grad_norm,planner_grad_norm_clipped,test,test2,train_act_with_enc_loss,train_act_with_plan_loss,train_loss,train_reg_loss,valid_act_with_enc_loss,valid_act_with_plan_loss,valid_gripper_loss,valid_loss,valid_max_position_loss,valid_max_rotation_loss,valid_position_loss,valid_reg_loss,valid_rotation_loss
0,1467,540,1613138754,52.22478485107422,52.22478485107422,1.2491838932037354,1.2491838932037354,0.22884321212768555,0.062184207141399384,0.6218420267105103,0,0,-1.0582983493804932,-0.7808836698532104,-1.031836986541748,1.3230668306350708,-1.1459619998931885,-0.7959098219871521,0.05565502122044563,-0.7662510275840759,16.762920379638672,21.141761779785156,0.009209463372826576,1.482940435409546,0.015241856686770916
1,1546,580,1613138833,58.012481689453125,58.012481689453125,1.8725156784057617,1.8725156784057617,0.22884321212768555,0.06518648564815521,0.6518648862838745,0,0,-1.1995612382888794,-0.8990049362182617,-1.1702793836593628,1.4640833139419556,-1.144862413406372,-0.8503543138504028,0.06984004378318787,-0.8245928287506104,19.859088897705078,18.4867000579834,0.007629383821040392,1.2880747318267822,0.015135221183300018
2,2381,1000,1613139668,90.31874084472656,90.31874084472656,1.592520833015442,1.592520833015442,0.22884321212768555,0.06927482783794403,0.6927483081817627,0,0,-1.1606882810592651,-0.9639309048652649,-1.1388163566589355,1.093601107597351,-1.3487945795059204,-1.123332142829895,0.05365578830242157,-1.1039830446243286,15.63010025024414,18.32463836669922,0.006418690551072359,0.9674581289291382,0.011343587189912796
3,2459,1040,1613139746,77.55201721191406,77.55201721191406,1.5775542259216309,1.5775542259216309,0.22884321212768555,0.07631426304578781,0.7631425857543945,0,0,-0.921792209148407,-0.725082278251648,-0.9004253149032593,1.068345308303833,-1.0630226135253906,-0.8336479067802429,0.05188837647438049,-0.8155884742736816,16.461837768554688,19.454185485839844,0.006747132632881403,0.9029719233512878,0.020165707916021347
4,4649,2120,1613141936,72.52320861816406,72.52320861816406,2.16955304145813,2.16955304145813,0.22884321212768555,0.33197787404060364,3.3197789192199707,0,0,-1.4939384460449219,-1.27044677734375,-1.4580780267715454,1.7930305004119873,-1.4779150485992432,-1.2335121631622314,0.026599401608109474,-1.1946830749511719,12.486808776855469,12.3361234664917,0.0048140911385416985,1.9414618015289307,0.007181101944297552
5,4729,2160,1613142016,71.70018005371094,71.70018005371094,1.938023328781128,1.938023328781128,0.22884321212768555,0.10376881062984467,1.0376880168914795,0,0,-1.7234373092651367,-1.4670689105987549,-1.6942417621612549,1.4597846269607544,-1.7200064659118652,-1.513870358467102,0.023574119433760643,-1.4860318899154663,12.554237365722656,11.160013198852539,0.002731273416429758,1.3919239044189453,0.0073386793956160545
6,6112,2840,1613143399,100.2066421508789,100.2066421508789,1.6426942348480225,1.6426942348480225,0.22884321212768555,0.10950124263763428,1.0950124263763428,0,0,-1.7013288736343384,-1.34482741355896,-1.6665899753570557,1.7369375228881836,-1.830276608467102,-1.515108346939087,0.017395343631505966,-1.4841768741607666,11.862125396728516,13.929304122924805,0.002826378447934985,1.546565294265747,0.007810963783413172
7,6272,2920,1613143559,83.52650451660156,83.52650451660156,1.2008209228515625,1.2008209228515625,0.22884321212768555,0.11886806786060333,1.18868088722229,0,0,-1.7004318237304688,-1.5419325828552246,-1.6752936840057373,1.256890058517456,-1.9100010395050049,-1.7178044319152832,0.01637873239815235,-1.693798542022705,10.660932540893555,10.382976531982422,0.0027243648655712605,1.20029616355896,0.006117763929069042
8,6885,3220,1613144172,96.2839584350586,96.2839584350586,1.5525249242782593,1.5525249242782593,0.22884321212768555,0.08556873351335526,0.8556872606277466,0,0,-1.8235158920288086,-1.5052772760391235,-1.7904846668243408,1.6515699625015259,-1.8384003639221191,-1.4851802587509155,0.01680339127779007,-1.4549272060394287,10.724468231201172,12.218622207641602,0.0029446356929838657,1.51265549659729,0.006495215930044651
9,7132,3340,1613144419,87.34248352050781,87.34248352050781,1.3733696937561035,1.3733696937561035,0.22884321212768555,0.05597103759646416,0.5597103238105774,0,0,-1.9808070659637451,-1.555168867111206,-1.9435551166534424,1.8626142740249634,-1.860783576965332,-1.4740254878997803,0.021582018584012985,-1.4397577047348022,10.65473461151123,12.685327529907227,0.00251841451972723,1.7133896350860596,0.00644164253026247
