,_runtime,_step,_timestamp,actor_grad_norm,actor_grad_norm_clipped,encoder_grad_norm,encoder_grad_norm_clipped,global_grad_norm,planner_grad_norm,planner_grad_norm_clipped,test,test2,train_act_with_enc_loss,train_act_with_plan_loss,train_loss,train_reg_loss,valid_act_with_enc_loss,valid_act_with_plan_loss,valid_gripper_loss,valid_loss,valid_max_position_loss,valid_max_rotation_loss,valid_position_loss,valid_reg_loss,valid_rotation_loss,z_enc,z_plan
0,697,160,1613045056,18.680316925048828,18.680316925048828,0.9182862043380737,0.9182862043380737,0.237409308552742,0.012481116689741611,0.12481115758419037,0,0,-0.46267643570899963,-0.23947246372699738,-0.44739827513694763,3.055616855621338,-0.42514920234680176,-0.1285792887210846,0.06294310837984085,-0.11175531148910522,24.17409896850586,19.220233917236328,0.017129244282841682,3.364795684814453,0.0296473391354084,,
1,946,280,1613045305,27.36838150024414,27.36838150024414,1.130545973777771,1.130545973777771,0.237409308552742,0.013122834265232086,0.13122832775115967,0,0,-0.6079658269882202,-0.3043725788593292,-0.5883492231369019,3.923346996307373,-0.6902146339416504,-0.24452650547027588,0.059088148176670074,-0.22519928216934204,22.444456100463867,18.594064712524414,0.015907373279333115,3.86544132232666,0.026836981996893883,,
2,1404,500,1613045763,36.512786865234375,36.512786865234375,1.6390302181243896,1.6390302181243896,0.237409308552742,0.02795490249991417,0.2795490622520447,0,0,-0.9327723383903503,-0.5613293647766113,-0.9112566113471985,4.3031415939331055,-0.8016237020492554,-0.3933735489845276,0.05658487230539322,-0.3673865795135498,17.57640838623047,18.6931095123291,0.01169750839471817,5.197391510009766,0.01938728243112564,,
3,1445,520,1613045804,48.886558532714844,48.886558532714844,2.356724977493286,2.356724977493286,0.237409308552742,0.037627968937158585,0.37627971172332764,0,0,-0.9360969662666321,-0.5282930135726929,-0.9127032160758972,4.678732872009277,-0.9857131838798523,-0.5273325443267822,0.05481084808707237,-0.5062317252159119,16.154443740844727,19.976696014404297,0.010446887463331223,4.220161437988281,0.020115941762924194,,
4,1943,760,1613046302,63.42991256713867,63.42991256713867,3.142404794692993,3.142404794692993,0.23740942776203156,0.022948192432522774,0.22948196530342102,0,0,-0.9069334268569946,-0.42725929617881775,-0.8837665319442749,4.633334159851074,-1.1361370086669922,-0.5689782500267029,0.04016197472810745,-0.5441683530807495,15.020392417907715,19.193557739257812,0.008159192278981209,4.961972713470459,0.02110385149717331,,
5,2234,900,1613046593,66.34175872802734,66.34175872802734,2.7574355602264404,2.7574355602264404,0.2374095916748047,0.03885237127542496,0.3885236978530884,0,0,-1.041684865951538,-0.5866094827651978,-1.017396092414856,4.85776424407959,-1.0145831108093262,-0.493100106716156,0.03679489344358444,-0.46810317039489746,16.063480377197266,15.166688919067383,0.00820899661630392,4.999383926391602,0.017633650451898575,,
6,2740,1140,1613047099,75.72492218017578,75.72492218017578,3.593796491622925,3.593796491622925,0.2374095916748047,0.05340595170855522,0.5340596437454224,0,0,-1.1710739135742188,-0.543567419052124,-1.1422489881515503,5.764942646026611,-1.4974455833435059,-0.7719309329986572,0.029420988634228706,-0.7481882572174072,14.563018798828125,17.515213012695312,0.00577998161315918,4.748551845550537,0.01484999805688858,,
7,3034,1280,1613047393,62.1019287109375,62.1019287109375,2.934694766998291,2.934694766998291,0.2374095916748047,0.06475008279085159,0.6475008130073547,0,0,-1.5750991106033325,-0.5995513200759888,-1.5406206846237183,6.895681858062744,-1.734376072883606,-0.5927835702896118,0.028859755024313927,-0.5591917634010315,15.389142990112305,18.29076385498047,0.005316664464771748,6.718354225158691,0.010985231958329678,,
8,3492,1500,1613047851,61.09505081176758,61.09505081176758,3.7214221954345703,3.7214221954345703,0.2374095916748047,0.0498972088098526,0.4989721179008484,0,0,-1.5607831478118896,-0.3916720151901245,-1.5250747203826904,7.141646385192871,-0.8572025299072266,-0.10151264071464539,0.029232371598482132,-0.06659512966871262,11.485990524291992,16.439138412475586,0.006319412495940924,6.9835028648376465,0.012521275319159031,,
9,4367,1920,1613048726,81.76564025878906,81.76564025878906,4.022851943969727,4.022851943969727,0.2374095916748047,0.03589613735675812,0.3589613735675812,0,0,-1.593888521194458,-0.38103559613227844,-1.5622708797454834,6.323540687561035,-1.5474631786346436,-0.3691413402557373,0.02972598373889923,-0.3364507555961609,10.6395263671875,14.861858367919922,0.0050131590105593204,6.53812313079834,0.011387316510081291,,
10,5028,2240,1613049387,76.71621704101562,76.71621704101562,3.8336265087127686,3.8336265087127686,0.2374095916748047,0.04143013805150986,0.41430139541625977,0,0,-1.8658994436264038,-0.2576383054256439,-1.8296797275543213,7.243905067443848,-1.856736421585083,-0.06144184619188309,0.030608274042606354,-0.023398615419864655,10.00239086151123,17.166854858398438,0.00453006848692894,7.608647346496582,0.010605741292238235,,
11,5410,2420,1613049769,108.8415756225586,108.8415756225586,5.484951019287109,5.484951019287109,0.2374095916748047,0.04134976118803024,0.41349759697914124,0,0,-1.71630859375,-0.24178645014762878,-1.6740233898162842,8.457077980041504,-1.7771879434585571,-0.43684035539627075,0.03447473794221878,-0.3976673483848572,10.016244888305664,18.296459197998047,0.004639505874365568,7.834595680236816,0.009857642464339733,,
12,5824,2620,1613050183,86.07708740234375,86.07708740234375,4.761538505554199,4.761538505554199,0.2374095916748047,0.04195399954915047,0.41954007744789124,0,0,-1.7627713680267334,-0.43190813064575195,-1.7252498865127563,7.504317283630371,-1.617455005645752,-0.22263982892036438,0.03695491701364517,-0.18721094727516174,9.887795448303223,18.46763038635254,0.004203319549560547,7.085775852203369,0.013502553105354309,,
13,6280,2840,1613050639,96.02920532226562,96.02920532226562,3.540174961090088,3.540174961090088,0.2374095916748047,0.03838314861059189,0.3838315010070801,0,0,-1.955113172531128,-0.4052441120147705,-1.9165756702423096,7.707540035247803,-1.9712178707122803,-0.2979782819747925,0.03271465748548508,-0.2597429156303406,10.065467834472656,17.89838409423828,0.004210083745419979,7.6470746994018555,0.010024355724453926,,
14,6404,2900,1613050763,142.8681182861328,142.8681182861328,5.631935119628906,5.631935119628906,0.2374095916748047,0.03428012877702713,0.3428013026714325,0,0,-1.953036904335022,-0.2498672902584076,-1.913476586341858,7.912034034729004,-1.8638883829116821,-0.20934325456619263,0.03316393494606018,-0.17105770111083984,8.772066116333008,16.766958236694336,0.004204590804874897,7.657111644744873,0.010334791615605354,,
15,6533,2960,1613050892,105.52726745605469,105.52726745605469,4.281009197235107,4.281009197235107,0.2374095916748047,0.09120459854602814,0.9120457768440247,0,0,-1.930438756942749,-0.43772101402282715,-1.8917961120605469,7.728487968444824,-1.6794469356536865,-0.059483736753463745,0.03593935817480087,-0.0229698084294796,8.729482650756836,16.739442825317383,0.004379708785563707,7.302786350250244,0.01005733385682106,,
16,6616,3000,1613050975,108.34586334228516,108.34586334228516,5.5675435066223145,5.5675435066223145,0.2374095916748047,0.07856579124927521,0.7856580018997192,0,0,-2.008701801300049,-0.12078122794628143,-1.965311050415039,8.6781587600708,-1.9233821630477905,-0.22068694233894348,0.03483840823173523,-0.1794082522392273,9.825409889221191,17.210006713867188,0.004241085611283779,8.255739212036133,0.010283724404871464,,
17,7110,3240,1613051469,113.820556640625,113.820556640625,4.410709857940674,4.410709857940674,0.2374095916748047,0.05769249051809311,0.5769248604774475,0,0,-1.9769096374511719,-0.37708529829978943,-1.9382708072662354,7.727799892425537,-1.7787290811538696,-0.2358301877975464,0.034762002527713776,-0.1986648142337799,8.976897239685059,17.629926681518555,0.004295901395380497,7.433077812194824,0.010004675015807152,,
18,7896,3620,1613052255,117.98237609863281,117.98237609863281,5.5433759689331055,5.5433759689331055,0.2374095916748047,0.05096863955259323,0.5096864104270935,0,0,-1.7574965953826904,-0.34934312105178833,-1.7183042764663696,7.83847188949585,-1.7258168458938599,-0.48170942068099976,0.033292412757873535,-0.44529521465301514,10.518560409545898,17.72393798828125,0.004437705967575312,7.282844543457031,0.011652670800685883,,
19,8359,3840,1613052718,133.14730834960938,133.14730834960938,6.360169410705566,6.360169410705566,0.2374095916748047,0.03751589357852936,0.3751589357852936,0,0,-2.079155445098877,-0.08100593090057373,-2.0372824668884277,8.374612808227539,-1.8924713134765625,-0.033075228333473206,0.035611480474472046,0.008011400699615479,8.207029342651367,16.242082595825195,0.0039709568955004215,8.217326164245605,0.009900765493512154,,
20,8770,4040,1613053129,128.85850524902344,128.85850524902344,5.741358757019043,5.741358757019043,0.2374095916748047,0.11890432983636856,1.1890432834625244,0,0,-1.781858205795288,-0.34631267189979553,-1.7411006689071655,8.151490211486816,-1.7538244724273682,-0.4310791790485382,0.0350182019174099,-0.39483970403671265,8.79261589050293,20.26165008544922,0.004375864751636982,7.247898101806641,0.01017051562666893,,
21,9059,4180,1613053418,112.38032531738281,112.38032531738281,3.995584487915039,3.995584487915039,0.2374095916748047,0.07020683586597443,0.7020682692527771,0,0,-1.7625110149383545,-0.12448809295892715,-1.7218406200408936,8.134124755859375,-1.8867151737213135,-0.3024194538593292,0.03474022448062897,-0.26291534304618835,8.92760944366455,17.450885772705078,0.0048925853334367275,7.900820732116699,0.009221948683261871,,
22,9682,4480,1613054041,109.98575592041016,109.98575592041016,6.55059289932251,6.55059289932251,0.2374095916748047,0.04338553547859192,0.4338552951812744,0,0,-2.207327365875244,-0.10136155784130096,-2.162942886352539,8.876851081848145,-2.143291473388672,-0.09224909543991089,0.03502950817346573,-0.049041323363780975,8.250829696655273,18.17837905883789,0.0033319611102342606,8.641555786132812,0.009870903566479683,,
23,9975,4620,1613054334,107.48939514160156,107.48939514160156,5.601476192474365,5.601476192474365,0.2374095916748047,0.10467128455638885,1.0467127561569214,0,0,-2.06630277633667,-0.1984209269285202,-2.0234856605529785,8.563443183898926,-1.8651679754257202,-0.3903564214706421,0.03568955883383751,-0.3477492928504944,8.298433303833008,15.63023853302002,0.003423882182687521,8.521427154541016,0.009689196944236755,,
24,11184,5180,1613055543,123.3480224609375,123.3480224609375,5.622444152832031,5.622444152832031,0.23740962147712708,0.05621979385614395,0.5621978640556335,0,0,-2.226335287094116,-0.015232818201184273,-2.1829276084899902,8.681497573852539,-2.198902130126953,0.015592837706208229,0.03317154198884964,0.05846412479877472,7.112720966339111,15.545001029968262,0.003332957159727812,8.574256896972656,0.00964638777077198,,
25,12439,5780,1613056798,124.58900451660156,124.58900451660156,6.0013322830200195,6.0013322830200195,0.2374095916748047,0.03250328078866005,0.3250328302383423,0,0,-2.2031097412109375,0.10414804518222809,-2.155623435974121,9.497289657592773,-2.1652066707611084,0.1659163385629654,0.031001336872577667,0.2128501534461975,7.9059295654296875,17.280765533447266,0.0034930165857076645,9.386762619018555,0.00970100425183773,,
26,13220,6160,1613057579,104.0862045288086,104.0862045288086,5.512697696685791,5.512697696685791,0.2374095916748047,0.09966453909873962,0.996645450592041,0,0,-2.0693740844726562,0.11521228402853012,-2.021679639816284,9.538869857788086,-2.1571130752563477,-0.1280994564294815,0.03236501291394234,-0.08266478776931763,9.667025566101074,13.056096076965332,0.003614849178120494,9.086934089660645,0.00927581638097763,,
27,14672,6860,1613059031,119.05052185058594,119.05052185058594,7.427931308746338,7.427931308746338,0.23740962147712708,0.06625042855739594,0.6625041961669922,0,0,-2.0555193424224854,-0.12582021951675415,-2.0058236122131348,9.939096450805664,-2.1643311977386475,-0.2307540774345398,0.030402351170778275,-0.18719610571861267,6.974318504333496,11.048116683959961,0.003291768953204155,8.711594581604004,0.009450150653719902,,
28,14752,6900,1613059111,112.23478698730469,112.23478698730469,7.023859977722168,7.023859977722168,0.23740962147712708,0.11102510988712311,1.1102510690689087,0,0,-1.9847005605697632,-0.06026535481214523,-1.934462308883667,10.047738075256348,-1.556746244430542,-0.2996421754360199,0.03879379853606224,-0.2482389211654663,6.513088703155518,13.76168441772461,0.003037820104509592,10.280654907226562,0.01075788401067257,,
29,16205,7600,1613060564,120.6591796875,120.6591796875,7.046708106994629,7.046708106994629,0.23740962147712708,0.07479880750179291,0.7479880452156067,0,0,-2.2780039310455322,0.031268343329429626,-2.2254526615142822,10.510313987731934,-1.9627759456634521,-0.0038618517573922873,0.028061214834451675,0.046964287757873535,6.079280853271484,9.514196395874023,0.003193323500454426,10.165228843688965,0.00923981238156557,,
30,17325,8140,1613061684,133.77737426757812,133.77737426757812,8.073816299438477,8.073816299438477,0.2374095916748047,0.05480669066309929,0.5480668544769287,0,0,-2.4961423873901367,0.14226242899894714,-2.4406180381774902,11.104898452758789,-2.3935532569885254,0.15147286653518677,0.02770841494202614,0.2052314579486847,6.465082168579102,5.705225944519043,0.002842910587787628,10.751714706420898,0.009404273703694344,,
31,17779,8360,1613062138,153.66476440429688,153.66476440429688,7.090576171875,7.090576171875,0.2374095916748047,0.04428824037313461,0.44288238883018494,0,0,-2.42476224899292,-0.23109595477581024,-2.377264976501465,9.499436378479004,-2.4238555431365967,-0.0581124983727932,0.027036260813474655,-0.010346358641982079,7.803546905517578,6.236110687255859,0.002795557491481304,9.553228378295898,0.008856888860464096,,
32,18317,8620,1613062676,148.9126739501953,148.9126739501953,7.846616268157959,7.846616268157959,0.2374095916748047,0.05225370451807976,0.5225370526313782,0,0,-2.22831392288208,-0.17005114257335663,-2.176520347595215,10.358781814575195,-2.1879613399505615,-0.18675604462623596,0.026576459407806396,-0.13660800457000732,6.224754333496094,6.240409851074219,0.0029332980047911406,10.029607772827148,0.009327996522188187,,
33,18561,8740,1613062920,140.73489379882812,140.73489379882812,5.384679794311523,5.384679794311523,0.2374095916748047,0.04895928502082825,0.48959285020828247,0,0,-2.4290647506713867,-0.09581224620342255,-2.3766443729400635,10.484121322631836,-2.3244099617004395,0.1684211790561676,0.02738780528306961,0.21977993845939636,5.843418121337891,5.258749485015869,0.0027515387628227472,10.271750450134277,0.008946903049945831,,
34,18977,8940,1613063336,124.805419921875,124.805419921875,7.21933650970459,7.21933650970459,0.2374095916748047,0.054354459047317505,0.5435444712638855,0,0,-2.4211792945861816,0.2043675184249878,-2.3647642135620117,11.283000946044922,-2.426903247833252,0.2597696781158447,0.027380231767892838,0.3159363865852356,5.717270851135254,5.742212295532227,0.0026578381657600403,11.233345985412598,0.009090404026210308,,
35,19476,9180,1613063835,120.16680908203125,120.16680908203125,7.993220329284668,7.993220329284668,0.2374095916748047,0.0414830781519413,0.4148307740688324,0,0,-2.495814085006714,0.12489106506109238,-2.4400811195373535,11.146666526794434,-2.3326077461242676,0.18154896795749664,0.025164417922496796,0.23560748994350433,4.866034984588623,5.489209175109863,0.002867726143449545,10.8117036819458,0.009275294840335846,,
36,20402,9620,1613064761,109.1803970336914,109.1803970336914,4.585981845855713,4.585981845855713,0.2374095916748047,0.04239960014820099,0.42399606108665466,0,0,-2.560157299041748,0.24751238524913788,-2.5020909309387207,11.61328411102295,-2.335059642791748,0.4694859981536865,0.025192415341734886,0.5268951654434204,4.758265972137451,5.20905065536499,0.002710567321628332,11.481832504272461,0.009353423491120338,,
