,_runtime,_step,_timestamp,beta_result,latent_img_result,train_act_with_enc_loss_result,train_act_with_plan_loss_result,train_loss_result,train_reg_loss_result,valid_act_with_enc_loss_result,valid_act_with_plan_loss_result,valid_gripper_loss_result,valid_loss_result,valid_max_position_loss_result,valid_max_rotation_loss_result,valid_position_loss_result,valid_reg_loss_result,valid_rotation_loss_result
0,1179,0,1609729585,9.999999747378752e-05,"{'_type': 'plotly-file', 'path': 'media/plotly/latent_img_result_0_4dec0897.plotly.json', 'sha256': '4dec08974f2ddbd3e4e61ecf66c84961ba097c2c7e65db66bbde5350d97124a6', 'size': 118454}",0.03655888885259628,0.036276936531066895,0.036592528223991394,0.33641940355300903,0.030563317239284515,0.029050834476947784,0.054290976375341415,0.02907976135611534,3.6270804405212402,6.4681477546691895,0.017983626574277878,0.2892584502696991,0.03170465677976608
1,1243,40,1609729649,9.999999747378752e-05,,0.014312045648694038,0.017518658190965652,0.014575089327991009,2.6304333209991455,0.011639172211289406,0.014007700607180595,0.0292095597833395,0.014325381256639957,2.3182859420776367,4.602402210235596,0.007703201379626989,3.1768085956573486,0.01524491049349308
2,1273,60,1609729679,9.999999747378752e-05,,0.011633193120360374,0.014990094117820263,0.01202408503741026,3.908914089202881,0.009942900389432907,0.012480625882744789,0.02835189737379551,0.012809833511710167,2.186938762664795,4.402241230010986,0.006602305918931961,3.292083501815796,0.013068519532680511
3,1368,120,1609729774,9.999999747378752e-05,,0.00819276925176382,0.01130858063697815,0.008577552624046803,3.847818374633789,0.00722581148147583,0.009951362386345863,0.024015063419938087,0.010233916342258453,1.921750545501709,4.0141825675964355,0.004730989225208759,2.8255410194396973,0.010483834892511368
4,1435,160,1609729841,9.999999747378752e-05,,0.006937260739505291,0.010806501843035221,0.007303271442651749,3.6601061820983887,0.006033737678080797,0.009482127614319324,0.023976759985089302,0.009812917560338974,1.690541386604309,3.9214699268341064,0.004084136337041855,3.3079090118408203,0.010048571974039078
5,1468,180,1609729874,9.999999747378752e-05,,0.0064218128100037575,0.010403141379356384,0.006763411220163107,3.4159960746765137,0.005569353699684143,0.009336639195680618,0.02420513704419136,0.009646624326705933,1.5299656391143799,3.9162542819976807,0.003785201581194997,3.0998566150665283,0.00993190985172987
6,1529,220,1609729935,9.999999747378752e-05,,0.005842249374836683,0.010002217255532742,0.006177061703056097,3.3481273651123047,0.005399300716817379,0.009037304669618607,0.02382618933916092,0.00936153158545494,1.347813367843628,3.961940288543701,0.003817792749032378,3.24226450920105,0.009327186271548271
7,1561,240,1609729967,9.999999747378752e-05,,0.005577435716986656,0.00962467398494482,0.0058945599012076855,3.171247720718384,0.004841722548007965,0.008547922596335411,0.02311861142516136,0.008838658221065998,1.3366847038269043,3.8376824855804443,0.0032497963402420282,2.9073596000671387,0.008989153429865837
8,1590,260,1609729996,9.999999747378752e-05,,0.005207954440265894,0.009360095486044884,0.005522018764168024,3.140639543533325,0.004963000770658255,0.008685475215315819,0.023119373247027397,0.008995108306407928,1.2589833736419678,3.905022382736206,0.0036367224529385567,3.0963292121887207,0.00892292894423008
9,1689,320,1609730095,9.999999747378752e-05,,0.004620133899152279,0.008774492889642715,0.00491903442889452,2.9890074729919434,0.004237603396177292,0.007909633219242096,0.022536907345056534,0.008203387260437012,1.019397258758545,3.830226421356201,0.0030529387295246124,2.9375340938568115,0.007890570908784866
10,1720,340,1609730126,9.999999747378752e-05,,0.0043894764967262745,0.00851441826671362,0.004685393534600735,2.959172487258911,0.0039679743349552155,0.007746456190943718,0.021997887641191483,0.0080338716506958,1.0059863328933716,3.79998517036438,0.0028211812023073435,2.8741488456726074,0.007921254262328148
11,1785,380,1609730191,9.999999747378752e-05,,0.004274144768714905,0.008121008053421974,0.004551608581095934,2.774630069732666,0.004153037443757057,0.007411938160657883,0.020729538053274155,0.007687548641115427,0.8617534637451172,3.822476387023926,0.0027000708505511284,2.7561049461364746,0.007684605661779642
12,1815,400,1609730221,9.999999747378752e-05,,0.0040743229910731316,0.007736542262136936,0.004342922009527683,2.685997486114502,0.003872096771374345,0.00712188333272934,0.01984011009335518,0.007386566139757633,0.8200966715812683,3.8957536220550537,0.002589595038443804,2.646829843521118,0.007414761930704117
13,2079,560,1609730485,9.999999747378752e-05,,0.003444087225943804,0.007052210625261068,0.003687263699248433,2.431763172149658,0.003462430089712143,0.0065344590693712234,0.02016012743115425,0.006778649985790253,0.6704757809638977,3.944078207015991,0.002091524424031377,2.4419097900390625,0.006435504648834467
14,2238,660,1609730644,9.999999747378752e-05,,0.0032472487073391676,0.0068724616430699825,0.0034820965956896544,2.348482608795166,0.0032897782512009144,0.006383356172591448,0.020433492958545685,0.006625546142458916,0.7512719631195068,4.023659706115723,0.0019624223932623863,2.4219021797180176,0.006120909936726093
15,2365,740,1609730771,9.999999747378752e-05,,0.003132311627268791,0.006892320699989796,0.0033679623156785965,2.3565073013305664,0.0031792032532393932,0.006345790810883045,0.020738348364830017,0.006577608175575733,0.6753419637680054,4.041807651519775,0.0018173304852098227,2.318173408508301,0.006076730787754059
16,2462,800,1609730868,9.999999747378752e-05,,0.003020266769453883,0.00684704352170229,0.003252919064834714,2.3265204429626465,0.003133978694677353,0.006516813766211271,0.021509353071451187,0.006752633489668369,0.660464882850647,3.9553165435791016,0.0017726065125316381,2.358191967010498,0.00626350799575448
17,2493,820,1609730899,9.999999747378752e-05,,0.0029701099265366793,0.006854582577943802,0.0032035436015576124,2.3343377113342285,0.003044420387595892,0.006397908087819815,0.021236980333924294,0.006629932206124067,0.6377383470535278,3.923788070678711,0.0017595987301319838,2.3202381134033203,0.00608986197039485
18,2743,980,1609731149,9.999999747378752e-05,,0.0027205967344343662,0.007077994290739298,0.002961705671623349,2.4110939502716064,0.003045236924663186,0.006808031816035509,0.022607319056987762,0.007042933255434036,0.6721775531768799,4.648749351501465,0.00165494903922081,2.3490123748779297,0.006694686133414507
19,2780,1000,1609731186,9.999999747378752e-05,"{'_type': 'plotly-file', 'path': 'media/plotly/latent_img_result_1000_1bfa2760.plotly.json', 'sha256': '1bfa27604b7a63c4c22662533d28aacb108b390719a9ed9087166c1d6f065a81', 'size': 119720}",0.0028055759612470865,0.0072419894859194756,0.0030467589385807514,2.411830425262451,0.002981148660182953,0.006650286726653576,0.02167889103293419,0.006885692477226257,0.6532815098762512,4.519301891326904,0.0016743007581681013,2.354057550430298,0.006616738624870777
20,2844,1040,1609731250,9.999999747378752e-05,,0.0027161159086972475,0.00721276830881834,0.0029584127478301525,2.4229648113250732,0.00300664734095335,0.006805640645325184,0.0225672610104084,0.007052865345031023,0.6452223062515259,4.601556777954102,0.0016659741522744298,2.4722447395324707,0.006691433489322662
21,2875,1060,1609731281,9.999999747378752e-05,,0.002700484823435545,0.007292490452528,0.0029452897142618895,2.4480509757995605,0.002933202311396599,0.006751123815774918,0.022435499355196953,0.0069882734678685665,0.6579035520553589,4.773324966430664,0.0016346750780940056,2.371497392654419,0.006639445200562477
22,2906,1080,1609731312,9.999999747378752e-05,,0.0026336226146668196,0.007269573397934437,0.0028751755598932505,2.4155285358428955,0.002966996980831027,0.00684832688421011,0.023125696927309036,0.007090697064995766,0.6120425462722778,4.504547119140625,0.0016126823611557484,2.423701524734497,0.006658182013779879
23,2936,1100,1609731342,9.999999747378752e-05,,0.002660382306203246,0.007376767694950104,0.0029037226922810078,2.4333994388580322,0.002935855183750391,0.006828104145824909,0.023081190884113312,0.007072520442306995,0.6218804121017456,4.627237319946289,0.0016685115406289697,2.4441611766815186,0.006570000201463699
24,3029,1160,1609731435,9.999999747378752e-05,,0.0026314277201890945,0.007465685252100229,0.002875010948628187,2.4358325004577637,0.0029549854807555676,0.006914948113262653,0.02372400462627411,0.007147788070142269,0.6232340931892395,4.189096450805664,0.001627808203920722,2.3284013271331787,0.00659906817600131
25,3060,1180,1609731466,9.999999747378752e-05,,0.002620766405016184,0.007369332946836948,0.002863273024559021,2.4250669479370117,0.0029673418030142784,0.006866447627544403,0.02358022704720497,0.007106052711606026,0.6172581911087036,4.266855239868164,0.001636028871871531,2.396045684814453,0.006525607779622078
26,3119,1220,1609731525,9.999999747378752e-05,,0.0025354530662298203,0.007372948341071606,0.002777780406177044,2.4232723712921143,0.002848392352461815,0.006847855634987354,0.02365809865295887,0.007082650437951088,0.6355894804000854,4.375165939331055,0.0015238311607390642,2.3479528427124023,0.006568465381860733
27,3148,1240,1609731554,9.999999747378752e-05,,0.002532831160351634,0.007468771189451218,0.002776113571599126,2.4328255653381348,0.002858194522559643,0.006944082211703062,0.024582743644714355,0.00720173167064786,0.5666043758392334,3.9611215591430664,0.001557880430482328,2.576493263244629,0.006450729910284281
28,3178,1260,1609731584,9.999999747378752e-05,,0.0025333610828965902,0.007592932321131229,0.00278015760704875,2.4679629802703857,0.0029351995326578617,0.007151725236326456,0.025379132479429245,0.007392542436718941,0.5964945554733276,4.216777801513672,0.0016055706655606627,2.4081687927246094,0.006622076965868473
29,3238,1300,1609731644,9.999999747378752e-05,,0.0025224736891686916,0.0076353237964212894,0.0027680618222802877,2.4558804035186768,0.0028913384303450584,0.00692810257896781,0.024775218218564987,0.007171332836151123,0.5868496894836426,3.8811488151550293,0.0015555591089650989,2.4323039054870605,0.0063516064547002316
30,3364,1380,1609731770,9.999999747378752e-05,,0.0024261001963168383,0.007670659571886063,0.002669909503310919,2.4380903244018555,0.002877731341868639,0.007150885183364153,0.025523900985717773,0.007391458377242088,0.6126657128334045,4.242664337158203,0.0015735100023448467,2.4057369232177734,0.00660391990095377
31,3398,1400,1609731804,9.999999747378752e-05,,0.002449328312650323,0.007748679257929325,0.0026931846514344215,2.4385650157928467,0.002926973160356283,0.007126436568796635,0.02558843232691288,0.007378885988146067,0.6427096128463745,3.9274845123291016,0.001503572566434741,2.5244979858398438,0.006595300976186991
32,3466,1440,1609731872,9.999999747378752e-05,,0.0024009051267057657,0.007710943464189768,0.0026448501739650965,2.439450740814209,0.0029039960354566574,0.007281618192791939,0.026880256831645966,0.007527526933699846,0.6155205965042114,3.885662317276001,0.0015418522525578737,2.4590892791748047,0.006488503888249397
33,3602,1520,1609732008,9.999999747378752e-05,,0.0024141280446201563,0.007903030142188072,0.0026584742590785027,2.4434616565704346,0.0028253919444978237,0.007365059107542038,0.02738238498568535,0.007608817890286446,0.6061630249023438,3.9888927936553955,0.0015414748340845108,2.4375879764556885,0.006516198627650738
34,3635,1540,1609732041,9.999999747378752e-05,,0.0023875171318650246,0.007799197919666767,0.0026314242277294397,2.4390697479248047,0.0029456960037350655,0.007196166552603245,0.026546139270067215,0.007437190972268581,0.6177206039428711,4.039909362792969,0.0015581193147227168,2.410247802734375,0.006384223699569702
35,3667,1560,1609732073,9.999999747378752e-05,,0.0024249718990176916,0.007837841287255287,0.0026730394456535578,2.480675220489502,0.0028919607866555452,0.007383380085229874,0.027595248073339462,0.007627639453858137,0.6018286943435669,3.854739189147949,0.0015015937387943268,2.4425976276397705,0.006527877412736416
36,3763,1620,1609732169,9.999999747378752e-05,,0.0024142421316355467,0.007879684679210186,0.0026592083740979433,2.4496617317199707,0.0028988956473767757,0.007179281674325466,0.02733500860631466,0.0074235121719539165,0.5797650814056396,3.7433156967163086,0.0015338629018515348,2.4423060417175293,0.006106125190854073
37,3794,1640,1609732200,9.999999747378752e-05,,0.002375927520915866,0.007819782011210918,0.0026198578998446465,2.439302921295166,0.0028501348569989204,0.007314644753932953,0.02762121520936489,0.007559743709862232,0.5789231061935425,3.667558193206787,0.0015143193304538727,2.450986385345459,0.006346115376800299
38,3825,1660,1609732231,9.999999747378752e-05,,0.0023560430854558945,0.007861708290874958,0.002600578125566244,2.4453513622283936,0.0029002903029322624,0.00738115981221199,0.028025861829519272,0.007627195678651333,0.6329730153083801,4.318987846374512,0.0014595392858609557,2.460352897644043,0.006421213038265705
39,3886,1700,1609732292,9.999999747378752e-05,,0.0023047986906021833,0.007971631363034248,0.002549546305090189,2.447476625442505,0.0028395685367286205,0.00739295594394207,0.02819737419486046,0.007634773384779692,0.6250243186950684,3.8648226261138916,0.0014295794535428286,2.4181735515594482,0.0064215268939733505
40,3918,1720,1609732324,9.999999747378752e-05,,0.002339673228561878,0.00801432691514492,0.0025842459872365,2.4457292556762695,0.0028742675203830004,0.007372058462351561,0.02843419462442398,0.0076131694950163364,0.5947514772415161,3.6570634841918945,0.0014872851315885782,2.4111099243164062,0.006236119195818901
