,_runtime,_step,_timestamp,actor_grad_norm,beta,convergence_plot,encoder_grad_norm,planner_grad_norm,train_act_with_enc_loss,train_act_with_plan_loss,train_loss,train_reg_loss,valid_act_with_enc_loss,valid_act_with_plan_loss,valid_gripper_loss,valid_loss,valid_max_position_loss,valid_max_rotation_loss,valid_position_loss,valid_reg_loss,valid_rotation_loss,z_enc,z_plan
11,986,400,1612320031,0.03716110810637474,2.999999742314685e-05,,0.011504383757710457,0.0003683026588987559,0.0041689579375088215,0.008203129284083843,0.004348688293248415,5.9909892082214355,0.004093110095709562,0.007760076783597469,0.02111727185547352,0.00793082732707262,0.8678212761878967,3.9522242546081543,0.003198310500010848,5.691699981689453,0.007869440130889416,,
12,1100,460,1612320145,0.04267525300383568,2.999999742314685e-05,,0.014027982950210571,0.0003900022420566529,0.004460176452994347,0.008000168949365616,0.004630569834262133,5.679779529571533,0.004183042328804731,0.007770020980387926,0.02030438371002674,0.007922731339931488,0.8213109970092773,3.21630859375,0.0028989315032958984,5.090371608734131,0.008462987840175629,,
13,1139,480,1612320184,0.05462264642119408,2.999999742314685e-05,,0.017775697633624077,0.0005483594723045826,0.006103635765612125,0.01005979347974062,0.006298479158431292,6.494808197021484,0.005327585618942976,0.008805416524410248,0.02251500077545643,0.009005807340145111,0.9360514283180237,4.279390811920166,0.004090376663953066,6.679714679718018,0.008950590156018734,,
14,1175,500,1612320220,0.02949466183781624,2.999999742314685e-05,,0.01050101313740015,0.0004959077923558652,0.005088420119136572,0.00920849945396185,0.005252704489976168,5.4761552810668945,0.004148602951318026,0.00820509810000658,0.021578408777713776,0.00836142897605896,0.7671204209327698,3.846771240234375,0.0030071439687162638,5.211059093475342,0.008945282548666,,
15,1212,520,1612320257,0.03337639570236206,2.999999742314685e-05,,0.010199815966188908,0.0004707223270088434,0.003832148853689432,0.0077804443426430225,0.003997850697487593,5.523379802703857,0.0039856769144535065,0.007430362980812788,0.02061018906533718,0.007609635591506958,0.7684996128082275,3.5711092948913574,0.0026550276670604944,5.975749969482422,0.007812421768903732,,
16,1250,540,1612320295,0.03864185884594917,2.999999742314685e-05,,0.01180554274469614,0.0003714312333613634,0.0038447752594947815,0.0074719516560435295,0.003996923100203276,5.071579456329346,0.003746868809685111,0.007096010725945234,0.020222052931785583,0.007241103332489729,0.7295522689819336,3.471733570098877,0.002730719745159149,4.836440563201904,0.0070859529078006744,,
17,1288,560,1612320333,0.029491456225514412,2.999999742314685e-05,,0.009570970200002193,0.0003486114728730172,0.003642918076366186,0.0074794702231884,0.003795636584982276,5.09061861038208,0.0033914600498974323,0.0070061758160591125,0.02003525197505951,0.007151696365326643,0.6997594237327576,3.7189602851867676,0.002371274633333087,4.85069465637207,0.007298049051314592,,
18,1478,660,1612320523,0.030646514147520065,2.999999742314685e-05,,0.009304090403020382,0.00042954646050930023,0.0036988533101975918,0.008039657026529312,0.003851786721497774,5.097779750823975,0.0035573223140090704,0.0072091189213097095,0.02109345607459545,0.007358964998275042,0.6815087795257568,3.5916974544525146,0.0023201152216643095,4.994884014129639,0.007470011245459318,,
19,1515,680,1612320560,0.03909872844815254,2.999999742314685e-05,,0.011378595605492592,0.0003775381192099303,0.003235548734664917,0.007122478913515806,0.0033856299705803394,5.002727031707764,0.0036965948529541492,0.007301968522369862,0.022075964137911797,0.0074631948955357075,0.7406504154205322,3.3123698234558105,0.002427558647468686,5.374199390411377,0.007251713890582323,,
20,1629,740,1612320674,0.03402704373002052,2.999999742314685e-05,,0.009757968597114086,0.0002452246844768524,0.0034337248653173447,0.007417705841362476,0.0035939407534897327,5.340550422668457,0.0034155973698943853,0.007342379540205002,0.02107957750558853,0.0074849240481853485,0.6867156028747559,3.725414752960205,0.00217244029045105,4.751498699188232,0.007933251559734344,,
21,1668,760,1612320713,0.04093065485358238,2.999999742314685e-05,,0.010611036792397499,0.00026225633337162435,0.0032968262676149607,0.007153510116040707,0.0034397817216813564,4.765176773071289,0.003301620716229081,0.006786990445107222,0.02058514766395092,0.006920778192579746,0.6546291708946228,3.0226423740386963,0.0021035789977759123,4.459629535675049,0.006871015764772892,,
22,1706,780,1612320751,0.034293483942747116,2.999999742314685e-05,,0.008880164474248886,0.0003500388120301068,0.0032542808912694454,0.007364117540419102,0.0034027397632598877,4.948657512664795,0.0031733508221805096,0.006786481011658907,0.020841166377067566,0.006925731431692839,0.6967625021934509,3.804166793823242,0.0021063799504190683,4.641659259796143,0.006781688891351223,,
23,1743,800,1612320788,0.04649612680077553,2.999999742314685e-05,,0.015656201168894768,0.0005412991740740836,0.00566238583996892,0.009817694313824177,0.005837087519466877,5.823375225067139,0.0038444322999566793,0.00810165423899889,0.02280101366341114,0.008231613785028458,0.6941590905189514,4.007497787475586,0.002570605603978038,4.331991672515869,0.008732914924621582,,
24,1856,860,1612320901,0.026515822857618332,2.999999742314685e-05,,0.008443242870271206,0.00031352523365058005,0.003060094080865383,0.007162087131291628,0.0031965579837560654,4.54879903793335,0.002894809702411294,0.006568788550794125,0.01974809169769287,0.006705194711685181,0.6377906203269958,3.6565613746643066,0.0020993154030293226,4.546884536743164,0.006645158864557743,,
25,1894,880,1612320939,0.021570784971117973,2.999999742314685e-05,,0.006730314344167709,0.000252241239650175,0.0029712992254644632,0.0071638962253928185,0.003118362044915557,4.902092456817627,0.0028495413716882467,0.0067727346904575825,0.020243793725967407,0.006913784425705671,0.6727948784828186,3.569535970687866,0.0020313726272433996,4.701645374298096,0.007023743819445372,,
26,1929,900,1612320974,0.03437086567282677,2.999999742314685e-05,,0.009935838170349598,0.00023393644369207323,0.0032687298953533173,0.007467780262231827,0.003423441667109728,5.157055377960205,0.0033579838927835226,0.007153134793043137,0.022492559626698494,0.007286339532583952,0.701443076133728,3.100816249847412,0.002119070151820779,4.440136432647705,0.007074058521538973,,
27,1968,920,1612321013,0.04008757695555687,2.999999742314685e-05,,0.010393126867711544,0.00028365408070385456,0.0031272994820028543,0.0071192276664078236,0.0032683140598237514,4.700483798980713,0.0031275972723960876,0.006888229865580797,0.021767916157841682,0.007020852994173765,0.6739121079444885,3.7095067501068115,0.0019599106162786484,4.420749664306641,0.006856653839349747,,
28,2005,940,1612321050,0.04249202460050583,2.999999742314685e-05,,0.012318024411797523,0.00039746385300531983,0.0042496840469539165,0.008865874260663986,0.0044138445518910885,5.472030162811279,0.0037182962987571955,0.007238741498440504,0.022825194522738457,0.0074243806302547455,0.6471679210662842,3.700369119644165,0.002304387278854847,6.187983989715576,0.006977610755711794,,
29,2041,960,1612321086,0.02867044135928154,2.999999742314685e-05,,0.00825087632983923,0.000543917587492615,0.003689008066430688,0.0083716856315732,0.0038483007811009884,5.309762477874756,0.003229763126000762,0.007562664337456226,0.023719998076558113,0.007702022325247526,0.7142640352249146,3.735027551651001,0.0021669950801879168,4.645246505737305,0.007572554983198643,,
30,2079,980,1612321124,0.02941932901740074,2.999999742314685e-05,,0.00823430996388197,0.0003956551954615861,0.002716176677495241,0.00743203517049551,0.002860605949535966,4.814302921295166,0.00314918952062726,0.007018349599093199,0.022820353507995605,0.007159519009292126,0.6610112190246582,3.2360806465148926,0.0021025261376053095,4.705634593963623,0.006666838191449642,,
31,2155,1000,1612321200,0.034283656626939774,2.999999742314685e-05,"{'_type': 'plotly-file', 'path': 'media/plotly/convergence_plot_1000_21509813.plotly.json', 'sha256': '2150981312d3afee5895d68a746e68473c3155d30a53705c91c30e6f2cb2877e', 'size': 49160}",0.008829777128994465,0.00032781626214273274,0.002747979247942567,0.00741077633574605,0.002892891876399517,4.830422878265381,0.0029977040830999613,0.0071500795893371105,0.023393558338284492,0.00728314695879817,0.6578097939491272,3.961620807647705,0.0021745096892118454,4.435595989227295,0.006711155641824007,"{'sha256': '5160f54757960ddc85bc36d13b7111df733487c13051cde5f28b4decfc90c4a0', 'size': 392358, '_type': 'plotly-file', 'path': 'media/plotly/z_enc_1000_5160f547.plotly.json'}","{'_type': 'plotly-file', 'path': 'media/plotly/z_plan_1000_e83684cb.plotly.json', 'sha256': 'e83684cb15fe35edee35853c08f74f29c96de30e4781b42bc28fdaaed2b2b85f', 'size': 398393}"
32,2230,1040,1612321275,0.020817695185542107,2.999999742314685e-05,,0.006364545784890652,0.00028478086460381746,0.00292962952516973,0.00747840479016304,0.0030853725038468838,5.191432476043701,0.0028394553810358047,0.007169622462242842,0.02360752411186695,0.007312276400625706,0.64040607213974,3.419501781463623,0.0019007658120244741,4.755159378051758,0.006959178484976292,,
33,2305,1080,1612321350,0.03390215337276459,2.999999742314685e-05,,0.00845182966440916,0.00032972870394587517,0.002904176479205489,0.0077074128203094006,0.0030512833036482334,4.903571605682373,0.0028899197932332754,0.0072704185731709,0.025127675384283066,0.007403315044939518,0.6078583598136902,4.203586578369141,0.001892987871542573,4.429903507232666,0.006695431191474199,,
34,2378,1120,1612321423,0.025403333827853203,2.999999742314685e-05,,0.008615355007350445,0.0004857978783547878,0.0029924456030130386,0.008613341487944126,0.0031409114599227905,4.948873996734619,0.0032744971103966236,0.007870464585721493,0.027682166546583176,0.008009500801563263,0.628263533115387,3.281751871109009,0.002025480382144451,4.63456392288208,0.007111546117812395,,
35,2525,1200,1612321570,0.025633273646235466,2.999999742314685e-05,,0.006668214686214924,0.00029803995857946575,0.002904266119003296,0.007739831227809191,0.003057975322008133,5.123635768890381,0.003068971447646618,0.007941075600683689,0.028233587741851807,0.008079788647592068,0.6738395094871521,3.5001773834228516,0.0019154342589899898,4.623777866363525,0.007202546112239361,,
36,2564,1220,1612321609,0.03532591089606285,2.999999742314685e-05,,0.008525493554770947,0.000271369208348915,0.0027359554078429937,0.008018896915018559,0.0028804228641092777,4.81559419631958,0.0030413453932851553,0.007450082339346409,0.02822466380894184,0.007581404875963926,0.6063881516456604,3.6228671073913574,0.0017828280106186867,4.377359390258789,0.006192479748278856,,
37,2601,1240,1612321646,0.0254755187779665,2.999999742314685e-05,,0.007025532890111208,0.00037115413579158485,0.002643539570271969,0.008297782391309738,0.0027944264002144337,5.029571056365967,0.002878141589462757,0.007702604401856661,0.028954224660992622,0.007841456681489944,0.5883018970489502,3.6038477420806885,0.0017813025042414665,4.628398418426514,0.006540033966302872,,
38,2639,1260,1612321684,0.04479476064443588,2.999999742314685e-05,,0.013929458335042,0.0005649206577800214,0.004315487574785948,0.010144177824258804,0.00448902091011405,5.784457206726074,0.003455545287579298,0.008556722663342953,0.030576424673199654,0.008695765398442745,0.6349367499351501,3.816150426864624,0.0021715990733355284,4.634807586669922,0.00760194007307291,,
39,2678,1280,1612321723,0.026103345677256584,2.999999742314685e-05,,0.007921143434941769,0.00045230420073494315,0.002506946912035346,0.008496001362800598,0.002653735224157572,4.892934322357178,0.003136766841635108,0.007872634567320347,0.029517365619540215,0.008011404424905777,0.6384688019752502,3.1610355377197266,0.0019716769456863403,4.62562894821167,0.006558683235198259,,
40,2714,1300,1612321759,0.027290742844343185,2.999999742314685e-05,,0.007750636897981167,0.00044556002831086516,0.002385705476626754,0.00811366643756628,0.002532987156882882,4.909368991851807,0.0029206713661551476,0.007621913217008114,0.027894126251339912,0.0077658966183662415,0.6365735530853271,3.885387897491455,0.0018837704556062818,4.799478530883789,0.006602645851671696,,
41,2791,1340,1612321836,0.01671861670911312,2.999999742314685e-05,,0.007284290622919798,0.00028692904743365943,0.0026028903666883707,0.007515076547861099,0.002745765959843993,4.762508869171143,0.0024380460381507874,0.007128764875233173,0.024177344515919685,0.007269612979143858,0.6003403067588806,3.5565850734710693,0.001782558741979301,4.694911956787109,0.006792112253606319,,
42,2939,1420,1612321984,0.0373162142932415,2.999999742314685e-05,,0.012776853516697884,0.0006130881956778467,0.003687219927087426,0.009711327962577343,0.003852431196719408,5.507042407989502,0.0032519863452762365,0.008474286645650864,0.031594663858413696,0.008606817573308945,0.6488053798675537,3.4059371948242188,0.0019231585320085287,4.4177021980285645,0.007318622898310423,,
43,3016,1460,1612322061,0.0280759334564209,2.999999742314685e-05,,0.007285539526492357,0.0004145934071857482,0.002292629098519683,0.008174733258783817,0.002438971074298024,4.8780741691589355,0.002893492579460144,0.007801317609846592,0.02994268760085106,0.007944098673760891,0.6112914681434631,4.213355541229248,0.0018363147974014282,4.759314060211182,0.0063858660869300365,,
44,3091,1500,1612322136,0.017604323104023933,2.999999742314685e-05,,0.006898908875882626,0.0003104961651843041,0.0026266719214618206,0.007565341889858246,0.00277447490952909,4.926782608032227,0.0026448594871908426,0.0072978283278644085,0.026202019304037094,0.007439187727868557,0.6295414566993713,3.302114248275757,0.0017133810324594378,4.711982727050781,0.006580878049135208,,
45,3128,1520,1612322173,0.03196610137820244,2.999999742314685e-05,,0.007396371103823185,0.0002729054831434041,0.002658186247572303,0.008377575315535069,0.002811935730278492,5.1249871253967285,0.0030147996731102467,0.008104510605335236,0.032071348279714584,0.00823658611625433,0.6616364121437073,4.0188984870910645,0.001717414939776063,4.402521133422852,0.006502660922706127,,
46,3202,1560,1612322247,0.04260885342955589,2.999999742314685e-05,,0.012912588194012642,0.0006028867210261524,0.003918258473277092,0.01036782469600439,0.004093542229384184,5.842748641967773,0.0038909988943487406,0.008878708817064762,0.03286321461200714,0.009076244197785854,0.6486172080039978,3.8770575523376465,0.002354395342990756,6.584449291229248,0.007408190052956343,,
47,3238,1580,1612322283,0.02522164210677147,2.999999742314685e-05,,0.009094073437154293,0.000651852460578084,0.002882323693484068,0.00901698973029852,0.0030386464204639196,5.210751056671143,0.0031940825283527374,0.008250080049037933,0.03220728412270546,0.00838649645447731,0.7042438983917236,3.110921859741211,0.0019325939938426018,4.5471882820129395,0.006581831723451614,,
48,3428,1680,1612322473,0.03449120745062828,2.999999742314685e-05,,0.007814371027052402,0.00026502207037992775,0.0024751287419348955,0.008435606025159359,0.002622617408633232,4.916285991668701,0.0031003134790807962,0.008115128614008427,0.03342407941818237,0.008250297047197819,0.603169858455658,3.8438398838043213,0.0017151021165773273,4.505610942840576,0.0060788425616919994,,
49,3506,1720,1612322551,0.04213285073637962,2.999999742314685e-05,,0.012413525022566319,0.0005558193661272526,0.0038700292352586985,0.010186425410211086,0.004041342530399561,5.710434913635254,0.0035104122944176197,0.008635259233415127,0.0334201455116272,0.008792541921138763,0.6486955285072327,3.382343292236328,0.0020758407190442085,5.242793560028076,0.006933045573532581,,
50,3545,1740,1612322590,0.023892376571893692,2.999999742314685e-05,,0.007806878071278334,0.0005272195558063686,0.0023856479674577713,0.00866470392793417,0.0025322018191218376,4.885119915008545,0.0030220714397728443,0.007884799502789974,0.032380130141973495,0.008022874593734741,0.6442685723304749,3.577623128890991,0.0017058281227946281,4.602524280548096,0.005898661445826292,,
51,3583,1760,1612322628,0.025446515530347824,2.999999742314685e-05,,0.006611856631934643,0.0004009825352113694,0.002105655847117305,0.00826994702219963,0.0022488990798592567,4.774774551391602,0.002836730098351836,0.0076760826632380486,0.031325578689575195,0.007817365229129791,0.5658969283103943,3.8235604763031006,0.0016343164024874568,4.70943021774292,0.005834681913256645,,
52,3620,1780,1612322665,0.022204957902431488,2.999999742314685e-05,,0.007590044289827347,0.00031008259975351393,0.0024497502017766237,0.008128701709210873,0.0025890690740197897,4.643956661224365,0.0026203838642686605,0.007292992435395718,0.028364773839712143,0.007430474739521742,0.5748056769371033,3.385864734649658,0.0016680611297488213,4.582738876342773,0.005893994588404894,,
53,3659,1800,1612322704,0.01516348123550415,2.999999742314685e-05,,0.006917600519955158,0.0003352514177095145,0.002495418069884181,0.007558670826256275,0.0026358829345554113,4.682172775268555,0.0023155473172664642,0.007041833829134703,0.025737065821886063,0.007179964333772659,0.6063292026519775,3.2175440788269043,0.0015791936311870813,4.604345321655273,0.006272728554904461,,
54,3695,1820,1612322740,0.022709133103489876,2.999999742314685e-05,,0.005387109704315662,0.0002763223892543465,0.0026561743579804897,0.008006333373486996,0.0028113313019275665,5.171894550323486,0.003019994357600808,0.008042838424444199,0.031472716480493546,0.008178342133760452,0.6376429200172424,3.8490145206451416,0.0017148165497928858,4.516795635223389,0.00656089885160327,,
55,3733,1840,1612322778,0.03591616079211235,2.999999742314685e-05,,0.008343695662915707,0.00025388054200448096,0.0023668466601520777,0.00861657690256834,0.0025141772348433733,4.911016941070557,0.003077957546338439,0.008301515132188797,0.034413304179906845,0.00844114925712347,0.5448305606842041,3.5218634605407715,0.0016576049383729696,4.65443754196167,0.00624149339273572,,
56,3808,1880,1612322853,0.03785032033920288,2.999999742314685e-05,,0.010698754340410233,0.0005217203288339078,0.003700830042362213,0.010255197994410992,0.0038676857948303223,5.561866283416748,0.00317776738665998,0.00862432923167944,0.034683018922805786,0.00876176729798317,0.6336526274681091,3.4154510498046875,0.0018871704814955592,4.581272125244141,0.006675254553556442,,
57,3920,1940,1612322965,0.022112693637609482,2.999999742314685e-05,,0.008501875214278698,0.00037106688250787556,0.0024758183863013983,0.008075065910816193,0.0026141295675188303,4.6103835105896,0.0024010331835597754,0.007181644905358553,0.02710890583693981,0.007320991717278957,0.5748734474182129,3.561876058578491,0.0016215757932513952,4.64485502243042,0.006099293008446693,,
58,3959,1960,1612323004,0.01498248428106308,2.999999742314685e-05,,0.005803038366138935,0.00021624004875775427,0.0024058090057224035,0.007526028901338577,0.002551533281803131,4.857482433319092,0.0022471847478300333,0.007176663260906935,0.02609829418361187,0.007318064570426941,0.6263747215270996,3.5207936763763428,0.001634153421036899,4.713400363922119,0.006411961745470762,,
59,3998,1980,1612323043,0.030008133500814438,2.999999742314685e-05,,0.007385150529444218,0.00022091242135502398,0.002586324466392398,0.008482064120471478,0.002741966163739562,5.188058376312256,0.003093272214755416,0.008470423519611359,0.034212589263916016,0.008605100214481354,0.6217079758644104,4.039270401000977,0.0017256924184039235,4.4892497062683105,0.006634429097175598,,
60,4096,2020,1612323141,0.035868193954229355,2.999999742314685e-05,,0.010361970402300358,0.00040162733057513833,0.0033340430818498135,0.01032239943742752,0.0035015849862247705,5.584743022918701,0.0034069514367729425,0.00842215120792389,0.034305259585380554,0.008566193282604218,0.645261824131012,3.467029571533203,0.001962987007573247,4.801395893096924,0.006253611296415329,,
61,4173,2060,1612323218,0.023413117974996567,2.999999742314685e-05,,0.007027999497950077,0.0005162609741091728,0.0019369584042578936,0.008345860987901688,0.0020840612705796957,4.90339994430542,0.0028508177492767572,0.007794908247888088,0.03233489766716957,0.00794010329991579,0.5996400713920593,3.550626516342163,0.0015569349052384496,4.839839935302734,0.00585288368165493,,
62,4212,2080,1612323257,0.02424713969230652,2.999999742314685e-05,,0.0071837711147964,0.00043362381984479725,0.0021511849481612444,0.008337206207215786,0.002295684302225709,4.816638469696045,0.0025447106454521418,0.007881858386099339,0.03186522051692009,0.008024482987821102,0.6248487830162048,3.4498403072357178,0.0017035129712894559,4.754063129425049,0.006065752357244492,,
63,4327,2140,1612323372,0.03479604795575142,2.999999742314685e-05,,0.008166986517608166,0.00021501374430954456,0.0023108262103050947,0.008634156547486782,0.0024603691417723894,4.984768390655518,0.0031107058748602867,0.00855458527803421,0.035633400082588196,0.008693412877619267,0.5510138869285583,3.3807809352874756,0.0016359136207029223,4.627569675445557,0.006446987856179476,,
64,4363,2160,1612323408,0.03078405186533928,2.999999742314685e-05,,0.007359445095062256,0.00032524202833883464,0.002240183064714074,0.009053044952452183,0.0023931479081511497,5.098836421966553,0.0029397141188383102,0.008629185147583485,0.035299643874168396,0.00877066608518362,0.6164741516113281,3.1655614376068115,0.0016863197088241577,4.716024398803711,0.0066818962804973125,,
65,4402,2180,1612323447,0.0376623310148716,2.999999742314685e-05,,0.011551795527338982,0.0005118799745105207,0.0034456870052963495,0.010280274786055088,0.0036139374133199453,5.60833740234375,0.003019377589225769,0.008375908248126507,0.03367554768919945,0.00851546972990036,0.5928457379341125,4.0712103843688965,0.0017738743918016553,4.652055740356445,0.00654472503811121,,
66,4441,2200,1612323486,0.019841589033603668,2.999999742314685e-05,,0.006586483679711819,0.0005707238451577723,0.002185616409406066,0.008788589388132095,0.002333396812900901,4.92601203918457,0.002874850993975997,0.007939084433019161,0.033724095672369,0.008084828965365887,0.6014876961708069,3.6616170406341553,0.0015324837295338511,4.858166217803955,0.005750678945332766,,
67,4552,2260,1612323597,0.016718031838536263,2.999999742314685e-05,,0.007846186868846416,0.0003055612032767385,0.002329025650396943,0.007650237064808607,0.0024731250014156103,4.803287029266357,0.002103129168972373,0.006832886952906847,0.025165481492877007,0.006973613519221544,0.5860989093780518,3.5636162757873535,0.0014144612941890955,4.690900802612305,0.006140449084341526,,
68,4591,2280,1612323636,0.024302450940012932,2.999999742314685e-05,,0.007597527466714382,0.00023256429994944483,0.002511680359020829,0.007955211214721203,0.0026662899181246758,5.153670787811279,0.003046221798285842,0.008296582847833633,0.03315523639321327,0.008437122218310833,0.5959897637367249,3.70530366897583,0.0016259171534329653,4.684630870819092,0.006681031547486782,,
69,4664,2320,1612323709,0.022244321182370186,2.999999742314685e-05,,0.006415690761059523,0.00033410851028747857,0.002114418661221862,0.00924242939800024,0.002268405631184578,5.132911205291748,0.002819957211613655,0.008273336105048656,0.03407353535294533,0.008416790515184402,0.6267085075378418,3.6115899085998535,0.0016207562293857336,4.781820297241211,0.006325852125883102,,
70,4702,2340,1612323747,0.03794408217072487,2.999999742314685e-05,,0.011481832712888718,0.0006111182156018913,0.0036260131746530533,0.010334712453186512,0.0037967751268297434,5.692074298858643,0.002999735064804554,0.008507140912115574,0.03404083847999573,0.00864656362682581,0.5466404557228088,3.703990936279297,0.0017041518585756421,4.647465229034424,0.006798896472901106,,
71,4738,2360,1612323783,0.02410036511719227,2.999999742314685e-05,,0.007585720159113407,0.0004490005667321384,0.0019787156488746405,0.008444524370133877,0.002125804079696536,4.90294075012207,0.0029226539190858603,0.00795800145715475,0.033513132482767105,0.008103220723569393,0.5437536239624023,3.4435575008392334,0.0015500220470130444,4.840660095214844,0.005847598891705275,,
72,4778,2380,1612323823,0.022868545725941658,2.999999742314685e-05,,0.006796710193157196,0.0003573400608729571,0.0019746534526348114,0.008399060927331448,0.0021212741266936064,4.887340068817139,0.0027989158406853676,0.008013080805540085,0.032992035150527954,0.008159185759723186,0.5926594138145447,2.8355865478515625,0.0016080300556495786,4.870158672332764,0.00609181122854352,,
73,4818,2400,1612323863,0.02067653089761734,2.999999742314685e-05,,0.008873138576745987,0.0003237991768401116,0.002366827568039298,0.00807765033096075,0.0025072668213397264,4.681320667266846,0.00228509702719748,0.007058187387883663,0.027606680989265442,0.007192913442850113,0.5635046362876892,3.8545777797698975,0.0014854680048301816,4.49088716506958,0.005781407933682203,,
74,4854,2420,1612323899,0.012653471902012825,2.999999742314685e-05,,0.005980316549539566,0.00029958944651298225,0.002308644587174058,0.007425785064697266,0.0024495460093021393,4.69671630859375,0.002109428634867072,0.006863943766802549,0.02491465024650097,0.007002778816968203,0.5741019248962402,3.8306050300598145,0.0013873139396309853,4.627866744995117,0.006323671899735928,,
75,4891,2440,1612323936,0.02734898030757904,2.999999742314685e-05,,0.006247605197131634,0.00020924527780152857,0.0024869947228580713,0.008269727230072021,0.0026405039243400097,5.116955280303955,0.00308893620967865,0.008323430083692074,0.033968571573495865,0.00845875684171915,0.5851221680641174,3.387207269668579,0.001571902190335095,4.510924816131592,0.006526574958115816,,
76,4965,2480,1612324010,0.033413585275411606,2.999999742314685e-05,,0.00901432428508997,0.0003748569870367646,0.003145374357700348,0.010322392918169498,0.0033091455698013306,5.459025859832764,0.003136008745059371,0.008363575674593449,0.033906906843185425,0.008515683002769947,0.566532552242279,3.821988821029663,0.0019048210233449936,5.070190906524658,0.0063078878447413445,,
