,_runtime,_step,_timestamp,beta_result,latent_img_result,train_act_with_enc_loss_result,train_act_with_plan_loss_result,train_loss_result,train_reg_loss_result,valid_act_with_enc_loss_result,valid_act_with_plan_loss_result,valid_gripper_loss_result,valid_loss_result,valid_max_position_loss_result,valid_max_rotation_loss_result,valid_position_loss_result,valid_reg_loss_result,valid_rotation_loss_result
0,358,60,1609829836,9.999999747378752e-05,,0.011480389162898064,0.014760114252567291,0.01187434233725071,3.939523696899414,0.009806206449866295,0.012113520875573158,0.027294278144836426,0.012429574504494667,2.133784770965576,4.286909580230713,0.00636662170290947,3.1605329513549805,0.012800168246030807
1,391,80,1609829869,9.999999747378752e-05,,0.009822485037147999,0.012692408636212349,0.010241419076919556,4.1893510818481445,0.008977100253105164,0.01114322803914547,0.02515804022550583,0.011434526182711124,2.054777145385742,4.327335357666016,0.005695919506251812,2.9129881858825684,0.011918929405510426
2,485,140,1609829963,9.999999747378752e-05,,0.007276343647390604,0.011191075667738914,0.007638285867869854,3.6194229125976562,0.006431118119508028,0.010006243363022804,0.026282016187906265,0.010319104418158531,1.7544312477111816,3.881305694580078,0.004388540983200073,3.128610610961914,0.010198686271905899
3,553,180,1609830031,9.999999747378752e-05,,0.00655382638797164,0.0104346489533782,0.006874336861073971,3.2050907611846924,0.005653412081301212,0.009301122277975082,0.02451327256858349,0.009597454220056534,1.6113989353179932,3.8692307472229004,0.0038108406588435173,2.963315010070801,0.00972068589180708
4,585,200,1609830063,9.999999747378752e-05,,0.00601579062640667,0.010123560205101967,0.006338846869766712,3.2305679321289062,0.005402464419603348,0.009144925512373447,0.02471880242228508,0.009440591558814049,1.4456465244293213,4.281473159790039,0.003850175067782402,2.9566516876220703,0.009248385205864906
5,618,220,1609830096,9.999999747378752e-05,,0.005900322925299406,0.0100963544100523,0.006216040346771479,3.1571688652038574,0.005259374156594276,0.009059945121407509,0.025073977187275887,0.009331254288554192,1.3753619194030762,3.9859256744384766,0.003762380685657263,2.713099956512451,0.009019497781991959
6,682,260,1609830160,9.999999747378752e-05,,0.0051880269311368465,0.00937557127326727,0.0054830750450491905,2.9504895210266113,0.005098231136798859,0.008815240114927292,0.02472544088959694,0.009097649715840816,1.1710360050201416,3.6910135746002197,0.003632480511441827,2.824096918106079,0.008694599382579327
7,745,300,1609830223,9.999999747378752e-05,,0.004713293630629778,0.00899270735681057,0.005000937730073929,2.876444101333618,0.004311766941100359,0.008168425410985947,0.02419886365532875,0.008450958877801895,1.0405563116073608,3.8960795402526855,0.003039576346054673,2.8253421783447266,0.007953796535730362
8,777,320,1609830255,9.999999747378752e-05,,0.0046426658518612385,0.008837920613586903,0.004925078712403774,2.824129819869995,0.00451525766402483,0.008191337808966637,0.02459884062409401,0.008457805961370468,0.9678362607955933,3.9501938819885254,0.002989430446177721,2.6646714210510254,0.007924079895019531
9,809,340,1609830287,9.999999747378752e-05,,0.004481547512114048,0.008570211939513683,0.004752506501972675,2.709585666656494,0.004152068868279457,0.007756098173558712,0.023172715678811073,0.008028615266084671,0.9114021062850952,4.055712699890137,0.002833419945091009,2.725175142288208,0.007539903745055199
10,839,360,1609830317,9.999999747378752e-05,,0.004304392263293266,0.008324753493070602,0.004567880183458328,2.6348717212677,0.004323964472860098,0.007846394553780556,0.023897211998701096,0.008116897195577621,0.8347219228744507,4.03746223449707,0.002735893940553069,2.705024242401123,0.007606622762978077
11,972,440,1609830450,9.999999747378752e-05,,0.003919973503798246,0.007958945818245411,0.004171021282672882,2.510483503341675,0.004202175885438919,0.007501070387661457,0.023153990507125854,0.007752027362585068,0.7735925912857056,4.194667816162109,0.0028600464574992657,2.50956654548645,0.006924455054104328
12,1137,540,1609830615,9.999999747378752e-05,,0.00353025970980525,0.007957683876156807,0.003774808021262288,2.4454827308654785,0.00352648738771677,0.007328332867473364,0.02461841329932213,0.007574498653411865,0.6664214134216309,3.9449386596679688,0.002128547988831997,2.4616551399230957,0.006764756515622139
13,1230,600,1609830708,9.999999747378752e-05,,0.0032782130874693394,0.008057799190282822,0.0035235590767115355,2.453465461730957,0.003380622249096632,0.007392990402877331,0.026960570365190506,0.00763667281717062,0.6719224452972412,4.001527786254883,0.0019969067070633173,2.4368209838867188,0.006266546901315451
14,1389,700,1609830867,9.999999747378752e-05,,0.0030368349980562925,0.0082313921302557,0.00328453560359776,2.4770054817199707,0.0032193511724472046,0.007439464330673218,0.028255639597773552,0.00767882727086544,0.6471408605575562,4.116715908050537,0.0018049555364996195,2.3936285972595215,0.006135248579084873
15,1485,760,1609830963,9.999999747378752e-05,,0.0029648353811353445,0.008370054885745049,0.003212940413504839,2.4810454845428467,0.003220141399651766,0.007760758511722088,0.029749715700745583,0.007998622953891754,0.6306751370429993,4.125734329223633,0.001849563792347908,2.3786368370056152,0.006342299748212099
16,1518,780,1609830996,9.999999747378752e-05,,0.0029315839055925608,0.008433444425463676,0.0031790100038051605,2.4742627143859863,0.00322459707967937,0.0077547128312289715,0.029804397374391556,0.008001884445548058,0.6637420058250427,4.1593499183654785,0.0017759306356310844,2.4717063903808594,0.006383602507412434
17,1550,800,1609831028,9.999999747378752e-05,,0.002876247512176633,0.008465276099741459,0.0031228556763380766,2.466082811355591,0.0031229020096361637,0.007806838024407625,0.029555097222328186,0.008047598414123058,0.6939965486526489,4.345973968505859,0.0017270983662456274,2.407607078552246,0.0066371578723192215
18,1584,820,1609831062,9.999999747378752e-05,,0.00286329654045403,0.008519328199326992,0.0031164640095084906,2.5316765308380127,0.0032088537700474262,0.007915320806205273,0.029893839731812477,0.008162468671798706,0.5993785858154297,4.6395344734191895,0.0017564549343660474,2.4714877605438232,0.006748013198375702
19,1613,840,1609831091,9.999999747378752e-05,,0.0028908175881952047,0.008586584590375423,0.003138565691187978,2.4774811267852783,0.003148861462250352,0.00793212279677391,0.030491914600133896,0.008164975792169571,0.6809594035148621,4.637467384338379,0.001768431393429637,2.3285346031188965,0.006575881503522396
20,1642,860,1609831120,9.999999747378752e-05,,0.0028039657045155764,0.0085214301943779,0.0030470862984657288,2.431206703186035,0.0031533262226730585,0.0080822529271245,0.030907683074474335,0.008312933146953583,0.5683467388153076,4.845853805541992,0.0016983196837827563,2.30680513381958,0.006857711356133223
21,1671,880,1609831149,9.999999747378752e-05,,0.002753577660769224,0.008633560501039028,0.0030028640758246183,2.4928622245788574,0.0031370462384074926,0.008119596168398857,0.03143662214279175,0.008355316706001759,0.6818857789039612,4.651535987854004,0.0016558743081986904,2.357205390930176,0.006810975261032581
22,1760,940,1609831238,9.999999747378752e-05,,0.002768718171864748,0.008882717229425907,0.003013775683939457,2.4505724906921387,0.003199168946594,0.008316706866025925,0.031545378267765045,0.00855194590985775,0.6866368055343628,5.833275318145752,0.0016668932512402534,2.3523926734924316,0.007223629392683506
