,_runtime,_step,_timestamp,actor_grad_norm,actor_grad_norm_clipped,beta_result,encoder_grad_norm,encoder_grad_norm_clipped,planner_grad_norm,planner_grad_norm_clipped,train_act_with_enc_loss_result,train_act_with_plan_loss_result,train_loss_result,train_reg_loss_result,valid_act_with_enc_loss_result,valid_act_with_plan_loss_result,valid_gripper_loss_result,valid_loss_result,valid_max_position_loss_result,valid_max_rotation_loss_result,valid_position_loss_result,valid_reg_loss_result,valid_rotation_loss_result,z_enc,z_plan
10,5810,3380,1610413955,0.0251910537481308,0.0251910537481308,2.9999999242136255e-05,0.00989854522049427,0.00989854522049427,0.000309650698909536,0.003096506930887699,0.001685099327005446,0.010453229770064354,0.001888230792246759,6.7710442543029785,0.0016683060675859451,0.00957331620156765,0.029256546869874,0.009768785908818245,0.795061469078064,4.219958782196045,0.0021692723967134953,6.515637397766113,0.010416282340884209,,
11,6109,3560,1610414254,0.020678382366895676,0.020678382366895676,2.9999999242136255e-05,0.008381265215575695,0.008381265215575695,0.00057578319683671,0.0057578319683671,0.0018245524261146784,0.010905717499554157,0.002024984685704112,6.681061744689941,0.0017099786782637239,0.009144363924860954,0.027853261679410934,0.00934517476707697,0.7897900342941284,4.171617031097412,0.0021741958335042,6.693720817565918,0.009878231212496758,,
12,6571,3840,1610414716,0.015582626685500145,0.015582626685500145,2.9999999242136255e-05,0.006679603364318609,0.006679603364318609,0.0003266558633185923,0.0032665585167706013,0.001646474003791809,0.010351821780204773,0.0018547363579273224,6.942080020904541,0.0017129695042967796,0.009118067100644112,0.02694576419889927,0.009318145923316479,0.7467906475067139,4.063357353210449,0.0020864291582256556,6.669313430786133,0.010207138955593109,,
13,7063,4140,1610415208,0.022608576342463493,0.022608576342463493,2.9999999242136255e-05,0.009163730777800083,0.009163730777800083,0.00045203472836874425,0.004520347807556391,0.0015533599071204662,0.010147837921977043,0.0017650394001975656,7.055979251861572,0.0015813159989193082,0.009176729246973991,0.027474187314510345,0.009377187117934227,0.7109894156455994,3.9437007904052734,0.002019533421844244,6.681912422180176,0.010234774090349674,,
14,7127,4180,1610415272,0.02325925976037979,0.02325925976037979,2.9999999242136255e-05,0.009106356650590897,0.009106356650590897,0.0004964412655681372,0.004964412190020084,0.0015753440093249083,0.01011196430772543,0.001782948151230812,6.920141696929932,0.0015908508794382215,0.009291170164942741,0.027845917269587517,0.009491128847002983,0.7484804391860962,3.8786425590515137,0.002017226302996278,6.665276050567627,0.010380197316408157,,
15,7514,4420,1610415659,0.025351589545607567,0.025351589545607567,2.9999999242136255e-05,0.009956730529665947,0.009956730529665947,0.0004054767487104982,0.004054767079651356,0.0015519768930971622,0.009975707158446312,0.0017595445970073342,6.918928623199463,0.0015576418954879045,0.009083636105060577,0.027482692152261734,0.00928562693297863,0.7452386617660522,4.126611709594727,0.001955196727067232,6.7329864501953125,0.01007905974984169,,
16,7547,4440,1610415692,0.021769929677248,0.021769929677248,2.9999999242136255e-05,0.008978520520031452,0.008978520520031452,0.00041322183096781373,0.004132218658924103,0.0015206515090540051,0.01002052053809166,0.0017304413486272097,6.992997169494629,0.0015657792100682855,0.009162756614387035,0.027571022510528564,0.009364979341626167,0.7376176118850708,3.8243913650512695,0.001954822102561593,6.740760326385498,0.010234599933028221,,
17,7680,4520,1610415825,0.016610924154520035,0.016610924154520035,2.9999999242136255e-05,0.006521805189549923,0.006521805189549923,0.0003004318568855524,0.0030043188016861677,0.0015323171392083168,0.010034273378551006,0.0017440601950511336,7.058098793029785,0.0015282431850209832,0.009194336831569672,0.026762347668409348,0.009400688111782074,0.7987402081489563,4.053339004516602,0.002023201435804367,6.878429412841797,0.01050946582108736,,
18,7712,4540,1610415857,0.02437933161854744,0.02437933161854744,2.9999999242136255e-05,0.010515478439629078,0.010515478439629078,0.00034159483038820326,0.0034159482456743717,0.0015166077064350247,0.009978456422686577,0.001727247261442244,7.02132511138916,0.0015944089973345399,0.009114928543567657,0.026814855635166168,0.009315413422882557,0.7325184345245361,3.5735158920288086,0.0019581601954996586,6.682808876037598,0.010371723212301731,,
19,7910,4660,1610416055,0.019515715539455414,0.019515715539455414,2.9999999242136255e-05,0.00805362407118082,0.00805362407118082,0.0004312994424253702,0.0043129948899149895,0.0014963197754696012,0.009998147375881672,0.0017082064878195524,7.062892913818359,0.0015437026740983129,0.008946029469370842,0.026205699890851974,0.009151263162493706,0.7403228282928467,4.125532150268555,0.001915986416861415,6.841161727905273,0.010222847573459148,,
20,8038,4740,1610416183,0.017301015555858612,0.017301015555858612,2.9999999242136255e-05,0.0077165961265563965,0.0077165961265563965,0.0004006248782388866,0.004006247967481613,0.0016178389778360724,0.010618239641189575,0.0018228978151455522,6.835300445556641,0.0015716648194938898,0.00885649025440216,0.026252007111907005,0.009062688797712326,0.7607836723327637,4.190549850463867,0.001980903558433056,6.873287200927734,0.009933572262525558,,
21,8336,4920,1610416481,0.020163480192422867,0.020163480192422867,2.9999999242136255e-05,0.007934706285595894,0.007934706285595894,0.00035477482015267015,0.0035477480851113796,0.0014784454833716154,0.009929225780069828,0.001691262237727642,7.093890190124512,0.001512737711891532,0.008876163512468338,0.02568112127482891,0.009080305695533752,0.7694419026374817,4.0184831619262695,0.0019093547016382217,6.80474853515625,0.010241318494081497,,
22,8499,5020,1610416644,0.015304481610655785,0.015304481610655785,2.9999999242136255e-05,0.007649632636457682,0.007649632636457682,0.00033956748666241765,0.003395675914362073,0.0015224695671349764,0.010002119466662407,0.0017338346224278212,7.045504093170166,0.0014929631724953651,0.008708321489393711,0.024898633360862732,0.00891014002263546,0.7336187362670898,3.9999194145202637,0.0019050405826419592,6.727295875549316,0.01011483184993267,,
23,8964,5300,1610417109,0.016216447576880455,0.016216447576880455,2.9999999242136255e-05,0.007028975524008274,0.007028975524008274,0.00025947802350856364,0.002594780409708619,0.001481025479733944,0.009751034900546074,0.001693587750196457,7.085415840148926,0.0014525543665513396,0.008733214810490608,0.025179125368595123,0.00893933605402708,0.7460845708847046,3.8218460083007812,0.0018365858122706413,6.87070369720459,0.010147872380912304,,
24,9028,5340,1610417173,0.024336080998182297,0.024336080998182297,2.9999999242136255e-05,0.009548838250339031,0.009548838250339031,0.00034816941479220986,0.0034816942643374205,0.001461733947508037,0.009607316926121712,0.0016711618518456817,6.980923652648926,0.0014917411608621478,0.008896397426724434,0.02659604325890541,0.00910024344921112,0.770482063293457,4.050995349884033,0.0018288800492882729,6.7948479652404785,0.010064031928777695,,
25,9360,5540,1610417505,0.014834512956440449,0.014834512956440449,2.9999999242136255e-05,0.006704104132950306,0.006704104132950306,0.0004928187699988484,0.004928187932819128,0.0014806311810389161,0.009921412914991379,0.0016937984619289637,7.1055731773376465,0.0014910274185240269,0.008479289710521698,0.024254821240901947,0.008683467283844948,0.8265101909637451,4.146877288818359,0.0017878488870337605,6.805912971496582,0.0099122179672122,,
26,9684,5740,1610417829,0.02397758699953556,0.02397758699953556,2.9999999242136255e-05,0.008487523533403873,0.008487523533403873,0.0005468936287797987,0.005468936171382666,0.0014490855392068624,0.009452436119318008,0.0016594817861914635,7.013197422027588,0.0014994945377111435,0.008602507412433624,0.02521265484392643,0.00881232414394617,0.6910958290100098,4.014463424682617,0.001767464098520577,6.993879318237305,0.009900834411382675,,
27,10013,5940,1610418158,0.014595520682632923,0.014595520682632923,2.9999999242136255e-05,0.007655770517885685,0.007655770517885685,0.00034320360282436013,0.003432036144658923,0.0014485020656138659,0.0097008952870965,0.001660824753344059,7.077420711517334,0.0014482879778370261,0.00845058262348175,0.023794319480657578,0.008656544610857964,0.7509886622428894,4.581750869750977,0.001744749490171671,6.865442276000977,0.01004183478653431,,
28,10304,6120,1610418449,0.023677069693803787,0.023677069693803787,2.9999999242136255e-05,0.01006966270506382,0.01006966270506382,0.0004351810202933848,0.004351810552179813,0.00140613061375916,0.009441770613193512,0.0016181219834834337,7.066379547119141,0.0014767022803425789,0.008566192351281643,0.02536848559975624,0.008776167407631874,0.7561039924621582,4.091462135314941,0.0017361475620418787,6.999151229858398,0.009795472025871277,,
29,11790,7020,1610419935,0.019022131338715553,0.019022131338715553,2.9999999242136255e-05,0.007711728103458881,0.007711728103458881,0.0002084942243527621,0.0020849425345659256,0.001322287367656827,0.009330187924206257,0.0015393886715173721,7.236719608306885,0.0014208867214620113,0.00858695711940527,0.025023920461535454,0.008798460476100445,0.6953567266464233,4.204348564147949,0.0016962308436632156,7.050121307373047,0.009998694062232971,,
30,12306,7340,1610420451,0.02415364794433117,0.02415364794433117,2.9999999242136255e-05,0.009630611166357994,0.009630611166357994,0.00048590422375127673,0.004859042353928089,0.0014497077791020274,0.010556504130363464,0.0016668799798935652,7.23906946182251,0.0015107016079127789,0.008517192676663399,0.02613072283565998,0.008723212406039238,0.6613369584083557,4.165843963623047,0.0016599111258983612,6.867342948913574,0.009503297507762909,,
31,13641,8160,1610421786,0.014020164497196674,0.014020164497196674,2.9999999242136255e-05,0.007676901761442423,0.007676901761442423,0.000293174060061574,0.00293174060061574,0.001330873346887529,0.009383446536958218,0.0015485871117562056,7.257122993469238,0.001355355721898377,0.00805666297674179,0.022443227469921112,0.008267492055892944,0.6556413173675537,3.8798420429229736,0.0016261670971289277,7.027616024017334,0.009691638872027397,,
32,14512,8680,1610422657,0.013497029431164265,0.013497029431164265,2.9999999242136255e-05,0.00758286053314805,0.00758286053314805,0.00023327916278503835,0.0023327916860580444,0.0013026201631873846,0.009444547817111015,0.0015231163706630468,7.349872589111328,0.0013755934778600931,0.008111368864774704,0.02243310958147049,0.008327127434313297,0.7499794960021973,4.241819381713867,0.001616039196960628,7.19190788269043,0.00983278639614582,,
33,14581,8720,1610422726,0.01895276829600334,0.01895276829600334,2.9999999242136255e-05,0.007905548438429832,0.007905548438429832,0.00045370194129645824,0.004537018947303295,0.0012430248316377401,0.009085687808692455,0.0014659747248515487,7.431661128997803,0.0013515412574633956,0.008283577859401703,0.023578805848956108,0.00850208941847086,0.7107930779457092,3.9244728088378906,0.0016195226926356554,7.283748149871826,0.00984922330826521,,
34,15050,9000,1610423195,0.020700177177786827,0.020700177177786827,2.9999999242136255e-05,0.008553913794457912,0.008553913794457912,0.00027859440888278186,0.0027859441470354795,0.0012698437785729766,0.00896255113184452,0.0014883349649608135,7.2830352783203125,0.0013444656506180763,0.008310683071613312,0.024312704801559448,0.00852954015135765,0.6824418306350708,4.381953716278076,0.0016012911219149828,7.295270919799805,0.009686067700386047,"{'_type': 'plotly-file', 'path': 'media/plotly/z_enc_9000_8d7ebb3e.plotly.json', 'sha256': '8d7ebb3e8754e699417d0bcee24a474cd44961b962fa7b26aa2f034dd298dad4', 'size': 118889}","{'size': 118608, '_type': 'plotly-file', 'path': 'media/plotly/z_plan_9000_ba2c48dc.plotly.json', 'sha256': 'ba2c48dca4666459119369f099bbe2e674fbc3e9055447ca6d840b0addd317fe'}"
35,16127,9660,1610424272,0.01789100095629692,0.01789100095629692,2.9999999242136255e-05,0.008124854415655136,0.008124854415655136,0.0003696492058224976,0.003696491476148367,0.0012241079239174724,0.008858376182615757,0.0014446309069171548,7.350767612457275,0.0012961509637534618,0.00835245568305254,0.02408749610185623,0.008575282990932465,0.6714070439338684,4.164781093597412,0.0016349558718502522,7.4275665283203125,0.00982493907213211,,
36,16224,9720,1610424369,0.014168460853397846,0.014168460853397846,2.9999999242136255e-05,0.007011424750089645,0.007011424750089645,0.00028674956411123276,0.0028674951754510403,0.001258116913959384,0.009507380425930023,0.0014814442256465554,7.444249629974365,0.0013492221478372812,0.007959365844726562,0.022023584693670273,0.008179872296750546,0.6442337036132812,3.8318357467651367,0.0016012443229556084,7.350185871124268,0.009629414416849613,,
37,16388,9820,1610424533,0.022847270593047142,0.022847270593047142,2.9999999242136255e-05,0.010155885480344296,0.010155885480344296,0.0004307498747948557,0.004307498224079609,0.0012888555647805333,0.009868605062365532,0.0015146667137742043,7.527037620544434,0.0014172103255987167,0.008156903088092804,0.024155110120773315,0.008380726911127567,0.6409056186676025,4.026245594024658,0.001603331882506609,7.4608354568481445,0.009377735666930676,,
38,17201,10320,1610425346,0.020862054079771042,0.020862054079771042,2.9999999242136255e-05,0.007025709841400385,0.007025709841400385,0.00030826046713627875,0.0030826041474938393,0.0011947766179218888,0.00881420448422432,0.0014197527198120952,7.499204158782959,0.0013190245954319835,0.008544737473130226,0.024434257298707962,0.00877290591597557,0.6549196243286133,4.388123035430908,0.0016417017905041575,7.605635166168213,0.010151264257729053,,
39,17368,10420,1610425513,0.01831218972802162,0.01831218972802162,2.9999999242136255e-05,0.007384414318948984,0.007384414318948984,0.00021707420819438994,0.0021707420237362385,0.001170976785942912,0.008862231858074665,0.0013982441741973162,7.575582027435303,0.0012746681459248066,0.008269568905234337,0.02328401431441307,0.00849507749080658,0.6719266772270203,4.351693630218506,0.0016349509824067354,7.51698112487793,0.00989936850965023,,
40,17760,10660,1610425905,0.013657933101058006,0.013657933101058006,2.9999999242136255e-05,0.0066916607320308685,0.0066916607320308685,0.0002112432848662138,0.002112432848662138,0.0012203424703329802,0.008997717872262001,0.0014472093898802996,7.5622239112854,0.0012467242777347565,0.008049329742789268,0.022354692220687866,0.008277270942926407,0.6488790512084961,4.2224321365356445,0.0015850338386371732,7.598069667816162,0.009745167568325996,,
41,17924,10760,1610426069,0.01683148555457592,0.01683148555457592,2.9999999242136255e-05,0.006601075641810894,0.006601075641810894,0.00033832323970273137,0.003383232280611992,0.0012286086566746235,0.009678030386567116,0.001453216653317213,7.486934661865234,0.0012903629103675485,0.007945504039525986,0.022071463987231255,0.008172254078090191,0.6954550743103027,4.432096004486084,0.001570437103509903,7.558296203613281,0.009611917659640312,,
42,17958,10780,1610426103,0.015476087108254433,0.015476087108254433,2.9999999242136255e-05,0.007506604306399822,0.007506604306399822,0.00022411304234992713,0.0022411304526031017,0.0012323245173320174,0.009076675400137901,0.0014600593131035566,7.591160774230957,0.0012743724510073662,0.008120138198137283,0.02207324281334877,0.008343770168721676,0.6519240736961365,4.267998695373535,0.0015912435483187437,7.454397201538086,0.00999799557030201,,
43,18193,10920,1610426338,0.013693509623408318,0.013693509623408318,2.9999999242136255e-05,0.006736511830240488,0.006736511830240488,0.00019480619812384248,0.0019480620976537466,0.0012204358354210854,0.008916283026337624,0.0014462907565757632,7.528502464294434,0.0012674368917942047,0.008102450519800186,0.022516392171382904,0.008328979834914207,0.6583900451660156,3.944469928741455,0.001589995576068759,7.55096435546875,0.009810257703065872,,
44,18292,10980,1610426437,0.02003304660320282,0.02003304660320282,2.9999999242136255e-05,0.007841205224394798,0.007841205224394798,0.0004699634446296841,0.004699634853750467,0.0011661637108772993,0.008707832545042038,0.0013938862830400467,7.59075403213501,0.0012781007681041956,0.008173393085598946,0.023938970640301704,0.008399909362196922,0.6851416826248169,4.148802757263184,0.0015683865640312433,7.550546646118164,0.009523207321763039,,
45,18522,11120,1610426667,0.019055917859077454,0.019055917859077454,2.9999999242136255e-05,0.007642087526619434,0.007642087526619434,0.0005642399191856384,0.005642398726195097,0.0011734020663425326,0.009017284028232098,0.0014019925147294998,7.619682312011719,0.0013081678189337254,0.00822504609823227,0.023815348744392395,0.008452758193016052,0.6242674589157104,4.100683212280273,0.001558076124638319,7.590456008911133,0.009695244953036308,,
46,18716,11240,1610426861,0.017664873972535133,0.017664873972535133,2.9999999242136255e-05,0.00686446949839592,0.00686446949839592,0.0002528641780372709,0.0025286420714110136,0.0011575545649975538,0.00872289389371872,0.0013832665281370282,7.5237226486206055,0.0012799969408661127,0.008248681202530861,0.02339113876223564,0.008476639166474342,0.6287181973457336,3.8797762393951416,0.0015885985922068357,7.598608016967773,0.009861275553703308,,
47,19445,11680,1610427590,0.014542321674525738,0.014542321674525738,2.9999999242136255e-05,0.005668438505381346,0.005668438505381346,0.00023891190357971936,0.002389119239524007,0.0011819738429039717,0.00947857927531004,0.0014103170251473784,7.611441135406494,0.0012724336702376604,0.007910262793302536,0.021674545481801033,0.008138677105307579,0.6299737691879272,3.896904468536377,0.0015584356151521206,7.61379337310791,0.009673995897173882,,
48,19509,11720,1610427654,0.013570837676525116,0.013570837676525116,2.9999999242136255e-05,0.006190617568790913,0.006190617568790913,0.00031566666439175606,0.003156667109578848,0.0011422589886933565,0.008847961202263832,0.0013731182552874088,7.695306301116943,0.0012325106654316187,0.008195823058485985,0.022908423095941544,0.008427211083471775,0.6413098573684692,4.512850761413574,0.0015939963050186634,7.712912559509277,0.009893449023365974,,
49,19937,11980,1610428082,0.014997382648289204,0.014997382648289204,2.9999999242136255e-05,0.005662746261805296,0.005662746261805296,0.0002453498891554773,0.0024534990079700947,0.001142912544310093,0.00883200578391552,0.001373213715851307,7.676715850830078,0.0012451837537810206,0.008113779127597809,0.022486325353384018,0.00834525004029274,0.6246105432510376,4.059622764587402,0.001580932643264532,7.715707778930664,0.009855775162577629,,
50,20234,12160,1610428379,0.019132640212774277,0.019132640212774277,2.9999999242136255e-05,0.007630320731550455,0.007630320731550455,0.00038167909951880574,0.0038167908787727356,0.0011361800134181976,0.008629483170807362,0.0013635053765028715,7.577518463134766,0.001244551269337535,0.008164463564753532,0.023169461637735367,0.008394382894039154,0.6576802134513855,3.7937042713165283,0.001580001669935882,7.6639404296875,0.009747261181473732,,
51,20793,12500,1610428938,0.015405533835291862,0.015405533835291862,2.9999999242136255e-05,0.006464116275310516,0.006464116275310516,0.00029677938437089324,0.002967794192954898,0.0011508467141538858,0.00885180477052927,0.001381650217808783,7.693453788757324,0.0012249484425410628,0.008046585135161877,0.02207522839307785,0.008278604596853256,0.6953480243682861,4.923998832702637,0.00158794317394495,7.733985900878906,0.009829013608396053,,
52,21020,12640,1610429165,0.014448846690356731,0.014448846690356731,2.9999999242136255e-05,0.005543135106563568,0.005543135106563568,0.00022759940475225449,0.002275993814691901,0.001106175361201167,0.008766354992985725,0.0013376849237829447,7.716979026794434,0.0012782749254256487,0.008107639849185944,0.022397790104150772,0.008341453038156033,0.6840845346450806,4.118635177612305,0.0015982973854988813,7.793760776519775,0.009853599593043327,,
53,21089,12680,1610429234,0.01896177977323532,0.01896177977323532,2.9999999242136255e-05,0.007170692086219788,0.007170692086219788,0.00038004713132977486,0.0038004708476364613,0.0011136557441204786,0.008558200672268867,0.0013419833267107606,7.6109113693237305,0.001238896744325757,0.008233154192566872,0.0233023539185524,0.008464796468615532,0.657322883605957,4.159339427947998,0.0015924132894724607,7.721418857574463,0.009850827977061272,,
54,22098,13300,1610430243,0.020734241232275963,0.020734241232275963,2.9999999242136255e-05,0.006689439527690411,0.006689439527690411,0.0003052969404961914,0.003052969230338931,0.0011124954326078296,0.00864284299314022,0.001341978320851922,7.649426460266113,0.001264288672246039,0.008012311533093452,0.02207566238939762,0.008243871852755547,0.6982237100601196,4.099420547485352,0.0015965120401233435,7.7186689376831055,0.009740329347550869,,
55,22363,13460,1610430508,0.018789317458868027,0.018789317458868027,2.9999999242136255e-05,0.006973004899919033,0.006973004899919033,0.00029200725839473307,0.00292007252573967,0.001101343659684062,0.008533407934010029,0.0013279865961521864,7.554769039154053,0.0012434071395546198,0.00829870905727148,0.023363308981060982,0.00853209849447012,0.6369706392288208,4.420401573181152,0.0016027765814214945,7.779661178588867,0.009973108768463135,,
56,22649,13640,1610430794,0.015079522505402565,0.015079522505402565,2.9999999242136255e-05,0.005755545571446419,0.005755545571446419,0.00026255231932736933,0.0026255236007273197,0.0011396604822948575,0.009310814552009106,0.0013674909714609385,7.594353675842285,0.0012594822328537703,0.007748909294605255,0.02117590419948101,0.00798104889690876,0.665920078754425,3.7778022289276123,0.0015590267721563578,7.737979888916016,0.009463127702474594,,
57,23039,13880,1610431184,0.024116504937410355,0.024116504937410355,2.9999999242136255e-05,0.008885197341442108,0.008885197341442108,0.00037382295704446733,0.003738229628652334,0.00117175979539752,0.009855716489255428,0.0014025310520082712,7.692383766174316,0.0013127934653311968,0.007948096841573715,0.022635135799646378,0.00817318819463253,0.631581723690033,4.268314838409424,0.0015436700778082013,7.503043174743652,0.009456843137741089,,
58,23428,14120,1610431573,0.01693003810942173,0.01693003810942173,2.9999999242136255e-05,0.006385124288499355,0.006385124288499355,0.00045234448043629527,0.0045234449207782745,0.0010775059927254915,0.008505911566317081,0.0013065326493233442,7.634221076965332,0.0012220051139593124,0.00832192599773407,0.023090098053216934,0.008555764332413673,0.6843482851982117,4.255838394165039,0.001628199708648026,7.794613838195801,0.010092929005622864,,
59,24385,14700,1610432530,0.013050002045929432,0.013050002045929432,2.9999999242136255e-05,0.006245584227144718,0.006245584227144718,0.00021375707001425326,0.0021375708747655153,0.0011163140879943967,0.008808326907455921,0.0013465075753629208,7.673118591308594,0.0012272499734535813,0.007858123630285263,0.02068353444337845,0.008086415939033031,0.6459557414054871,4.8366546630859375,0.0015885463217273355,7.609740257263184,0.009852563962340355,,
60,25322,15280,1610433467,0.018377210944890976,0.018377210944890976,2.9999999242136255e-05,0.007300702389329672,0.007300702389329672,0.0003838678530883044,0.0038386783562600613,0.0010559570509940386,0.008399339392781258,0.0012848484329879284,7.629716396331787,0.0012097900034859776,0.008016303181648254,0.022552333772182465,0.008252348750829697,0.6945078372955322,4.013317108154297,0.0015685443067923188,7.868162155151367,0.009618718177080154,,
61,25515,15400,1610433660,0.01999473199248314,0.01999473199248314,2.9999999242136255e-05,0.00738008925691247,0.00738008925691247,0.0003122886992059648,0.0031228866428136826,0.0010544328251853585,0.008392833173274994,0.0012838400434702635,7.646908760070801,0.0012310876045376062,0.008064595982432365,0.02245599962770939,0.008298691362142563,0.7394901514053345,4.295419216156006,0.0015892463270574808,7.8032026290893555,0.00974281132221222,,
62,25584,15440,1610433729,0.02291741967201233,0.02291741967201233,2.9999999242136255e-05,0.00754113495349884,0.00754113495349884,0.00034669932210817933,0.003466993570327759,0.0010967104462906718,0.008971983566880226,0.0013268375769257545,7.670901298522949,0.0012809691252186894,0.0077630216255784035,0.02200302481651306,0.007997286505997181,0.6746340990066528,4.09921407699585,0.0015412423526868224,7.8088459968566895,0.009238132275640965,,
63,25648,15480,1610433793,0.01665540039539337,0.01665540039539337,2.9999999242136255e-05,0.005220407620072365,0.005220407620072365,0.00031586596742272377,0.003158660139888525,0.0011106370948255062,0.008865948766469955,0.0013409254606813192,7.676283359527588,0.0012469857465475798,0.007701436057686806,0.020255858078598976,0.007934614084661007,0.7051576375961304,3.9921250343322754,0.001574672874994576,7.772584915161133,0.009643392637372017,,
64,25906,15640,1610434051,0.012503912672400475,0.012503912672400475,2.9999999242136255e-05,0.0048101251013576984,0.0048101251013576984,0.00021900483989156783,0.0021900483407080173,0.0010629036696627736,0.008564222604036331,0.001295199035666883,7.743173122406006,0.0011942515848204494,0.007961397990584373,0.02138126641511917,0.008198624476790428,0.6511215567588806,4.868793487548828,0.0015937864081934094,7.907557010650635,0.009855719283223152,,
65,26199,15820,1610434344,0.015931062400341034,0.015931062400341034,2.9999999242136255e-05,0.006196134258061647,0.006196134258061647,0.0002367630077060312,0.002367630135267973,0.0010366273345425725,0.0083626639097929,0.001266097417101264,7.649003505706787,0.001206339686177671,0.008095932193100452,0.02247377298772335,0.008332831785082817,0.7107753753662109,4.41757869720459,0.0015956355491653085,7.896658897399902,0.00980361457914114,,
