,_runtime,_step,_timestamp,train_loss_result,valid_gripper_loss_result,valid_loss_result,valid_max_position_loss_result,valid_max_rotation_loss_result,valid_position_loss_result,valid_rotation_loss_result
16,1549,720,1609672149,0.0053639160469174385,0.013607162982225418,0.0051856497302651405,1.552403450012207,3.8487958908081055,0.002375613898038864,0.005188513547182083
17,1653,780,1609672253,0.004962464794516563,0.013832952827215195,0.005059945397078991,1.476853609085083,4.05621337890625,0.0023354855366051197,0.004860070534050465
18,1724,820,1609672324,0.005160810891538858,0.012688139453530312,0.004776657558977604,1.4749252796173096,3.9646072387695312,0.0021814899519085884,0.004734664224088192
19,2005,980,1609672605,0.004675205331295729,0.011898580938577652,0.004492322914302349,1.3176939487457275,4.135532855987549,0.0020119459368288517,0.004503946751356125
20,2042,1000,1609672642,0.004385695327073336,0.011963257566094398,0.004462171345949173,1.3453103303909302,3.7370340824127197,0.0018879726994782686,0.00453600799664855
21,2112,1040,1609672712,0.0043510859832167625,0.011558868922293186,0.0044662244617938995,1.2967702150344849,4.027939796447754,0.002014034427702427,0.004554200451821089
22,2148,1060,1609672748,0.004578547552227974,0.01181446760892868,0.004389652982354164,1.2845911979675293,4.129536151885986,0.0018290646839886904,0.004475303925573826
23,2218,1100,1609672818,0.004232361912727356,0.011404265649616718,0.004313229583203793,1.2983909845352173,3.923353910446167,0.0018940498121082783,0.004368729889392853
24,2323,1160,1609672923,0.0043149408884346485,0.011695013381540775,0.004258911125361919,1.2593181133270264,4.215887546539307,0.0016692285425961018,0.004369894042611122
25,2394,1200,1609672994,0.004124443046748638,0.011419463902711868,0.004231494385749102,1.1865133047103882,3.8749685287475586,0.0017224333714693785,0.004344565328210592
26,2431,1220,1609673031,0.004470438696444035,0.011711511760950089,0.0042448872700333595,1.2332229614257812,3.8364479541778564,0.001710509997792542,0.004290389828383923
27,2465,1240,1609673065,0.004216769244521856,0.011187964119017124,0.004181831143796444,1.2090892791748047,3.861595630645752,0.0016971983714029193,0.004331085830926895
28,2500,1260,1609673100,0.004087912850081921,0.011087091639637947,0.004156359937041998,1.1498714685440063,4.129049301147461,0.0017043211264535785,0.0042981537990272045
29,2534,1280,1609673134,0.0044936323538422585,0.011397209018468857,0.004229248035699129,1.1592111587524414,3.9489121437072754,0.0017280005849897861,0.00434117391705513
30,2570,1300,1609673170,0.003998721484094858,0.011121505871415138,0.0041247783228755,1.1577943563461304,4.043722152709961,0.0016934634186327457,0.00422385148704052
31,2604,1320,1609673204,0.004282934591174126,0.011381135322153568,0.004178209230303764,1.1525342464447021,4.0119404792785645,0.0016353405080735683,0.004320102743804455
32,2776,1420,1609673376,0.004101790487766266,0.011211954057216644,0.004097810480743647,1.1213966608047485,4.1525468826293945,0.0016143779503181577,0.004209861159324646
33,2812,1440,1609673412,0.004166808445006609,0.010992074385285378,0.0040953801944851875,1.0988250970840454,4.0612897872924805,0.0016575806075707078,0.0042342813685536385
34,2848,1460,1609673448,0.00383744016289711,0.011050919070839882,0.004051052499562502,1.1008083820343018,4.1507978439331055,0.0015379637479782104,0.004230852704495192
35,2883,1480,1609673483,0.004213470034301281,0.011219601146876812,0.004050042480230331,1.0647974014282227,3.784022092819214,0.0015396210364997387,0.004170611500740051
36,2918,1500,1609673518,0.003964518196880817,0.010869141668081284,0.004084120970219374,1.1058310270309448,3.875478744506836,0.001662026159465313,0.004244543146342039
37,3096,1600,1609673696,0.003954513464123011,0.010869290679693222,0.003992709796875715,1.0785350799560547,4.182075500488281,0.0015715467743575573,0.004121679347008467
38,3169,1640,1609673769,0.0041994876228272915,0.010997490026056767,0.004003850743174553,1.0135021209716797,3.916447401046753,0.0015094904229044914,0.004166997969150543
39,3242,1680,1609673842,0.0039252848364412785,0.010837802663445473,0.003968896809965372,1.0197796821594238,3.909573554992676,0.001491089235059917,0.004157069139182568
40,3276,1700,1609673876,0.003991537727415562,0.010591970756649971,0.0039025102742016315,0.9969298243522644,4.265207290649414,0.001499005826190114,0.004076194483786821
41,3384,1760,1609673984,0.003787472378462553,0.010699682869017124,0.003938051871955395,0.9881914854049683,3.886209011077881,0.0014849442522972822,0.004137281794101
42,3421,1780,1609674021,0.00375699857249856,0.010769225656986237,0.003960402682423592,1.0057400465011597,3.7871313095092773,0.0015218621119856834,0.004129335284233093
43,3458,1800,1609674058,0.004007839132100344,0.010941676795482635,0.0039504170417785645,0.9912059307098389,3.9928603172302246,0.001451405929401517,0.004119007848203182
44,3594,1880,1609674194,0.0035756141878664494,0.010470269247889519,0.003825677093118429,0.9586828947067261,3.6196346282958984,0.0014038293156772852,0.0040326607413589954
45,3663,1920,1609674263,0.0035961077082902193,0.010598399676382542,0.003915309906005859,0.9351980686187744,4.0170183181762695,0.001497589866630733,0.004105331376194954
46,3701,1940,1609674301,0.0037880868185311556,0.010739552788436413,0.003893292974680662,0.9691053628921509,4.049043655395508,0.0013812696561217308,0.004123229533433914
47,3738,1960,1609674338,0.0038464057724922895,0.010834473185241222,0.003921150229871273,0.9617259502410889,4.010265350341797,0.0014603586168959737,0.00407750066369772
48,3775,1980,1609674375,0.003538239747285843,0.010481202974915504,0.003850522916764021,0.9448322057723999,4.042268753051758,0.0014427071437239647,0.004048110917210579
49,3813,2000,1609674413,0.003947540186345577,0.010901540517807007,0.0038786870427429676,0.9101871252059937,3.9331092834472656,0.001387415686622262,0.004029007628560066
50,3993,2100,1609674593,0.003837344003841281,0.010673579759895802,0.003821742720901966,0.9193782806396484,4.180395126342773,0.001362376380711794,0.003997162915766239
51,4028,2120,1609674628,0.0036264595109969378,0.011051473207771778,0.003880603238940239,0.8889967203140259,4.203287124633789,0.0013637600932270288,0.004007156938314438
52,4167,2200,1609674767,0.003716400358825922,0.010501007549464703,0.0038176528178155422,0.8800910711288452,4.031938076019287,0.0014002581592649221,0.004007261246442795
53,4201,2220,1609674801,0.0036580809392035007,0.010419387370347977,0.0037834467366337776,0.8891727924346924,4.0837860107421875,0.0013284741435199976,0.004026439040899277
54,4239,2240,1609674839,0.0034356596879661083,0.010597589425742626,0.003813209244981408,0.8985563516616821,4.125659942626953,0.0013664800208061934,0.0039984784089028835
55,4276,2260,1609674876,0.003886836115270853,0.01065985206514597,0.0038290624506771564,0.8709394335746765,3.990269660949707,0.0013786684721708298,0.00400252640247345
56,4313,2280,1609674913,0.003465645480901003,0.010356764309108257,0.003743894398212433,0.8783259391784668,4.224645614624023,0.001327505917288363,0.003955992870032787
57,4387,2320,1609674987,0.0037166629917919636,0.010471006855368614,0.003771590068936348,0.8786269426345825,3.8138015270233154,0.0013393983244895935,0.003970642574131489
58,4425,2340,1609675025,0.00339348497800529,0.010365437716245651,0.003766602836549282,0.8789275288581848,3.748676061630249,0.0013223220594227314,0.0040112705901265144
59,4671,2480,1609675271,0.003571030218154192,0.010413475334644318,0.003783704712986946,0.8292760848999023,3.712130069732666,0.0013425819342955947,0.004014903679490089
60,4783,2540,1609675383,0.0033797924406826496,0.01025377307087183,0.003706276649609208,0.823371946811676,4.09060001373291,0.0012885448522865772,0.00394150847569108
61,4817,2560,1609675417,0.0035336557775735855,0.010625626891851425,0.0037721304688602686,0.8241384029388428,3.8570854663848877,0.0013250844785943627,0.0039346772246062756
62,4961,2640,1609675561,0.0033978964202106,0.010318368673324585,0.003700850997120142,0.8114976286888123,4.0045599937438965,0.001304652658291161,0.003891210537403822
63,4997,2660,1609675597,0.003423598362132907,0.010147737339138985,0.003714127466082573,0.831739068031311,4.197249412536621,0.0013049605768173933,0.003978757653385401
64,5031,2680,1609675631,0.0036658148746937513,0.010285393334925175,0.0037251324392855167,0.8038561940193176,3.9205808639526367,0.0013118013739585876,0.003951710183173418
65,5098,2720,1609675698,0.003623044118285179,0.010181175544857979,0.0037069739773869514,0.8131017684936523,3.936908721923828,0.0012860867427662015,0.003969793673604727
66,5131,2740,1609675731,0.0034551832359284163,0.010477153584361076,0.0037170862779021263,0.8154802918434143,4.109850883483887,0.0012510037049651146,0.0039298138581216335
67,5164,2760,1609675764,0.003331828862428665,0.010647175833582878,0.003740521613508463,0.8148318529129028,3.724534273147583,0.0012768920278176665,0.0039019333198666573
68,5233,2800,1609675833,0.0033080570865422487,0.01028129830956459,0.0037081041373312473,0.7922852039337158,3.6355819702148438,0.0013086536200717092,0.003916489891707897
69,5336,2860,1609675936,0.0032541807740926743,0.01029394380748272,0.003705080132931471,0.7781885862350464,3.7582714557647705,0.00126663688570261,0.003947235643863678
70,5476,2940,1609676076,0.003581918776035309,0.010045131668448448,0.0037140045315027237,0.7616268992424011,4.230648994445801,0.0013120302464812994,0.004005602560937405
71,5510,2960,1609676110,0.0032225935719907284,0.010160516947507858,0.0037058356683701277,0.7789890766143799,3.5552258491516113,0.0012736604548990726,0.003986449912190437
72,5616,3020,1609676216,0.003233844880014658,0.009838305413722992,0.0036214012652635574,0.7874438762664795,3.9109792709350586,0.001238612923771143,0.0039318883791565895
73,5653,3040,1609676253,0.0036641329061239958,0.009998121298849583,0.00368685694411397,0.769332766532898,3.9335999488830566,0.0013116372283548117,0.003958321176469326
74,5722,3080,1609676322,0.0034913974814116955,0.009862696751952171,0.00364860612899065,0.7472928762435913,4.217773914337158,0.0012899069115519524,0.003935941495001316
75,5759,3100,1609676359,0.003420208115130663,0.010004217736423016,0.003632528241723776,0.7172209024429321,3.8843250274658203,0.001253273687325418,0.0038878864143043756
76,5794,3120,1609676394,0.0032111734617501497,0.010823273099958897,0.0037468457594513893,0.8128616809844971,3.920718193054199,0.0012118163285776973,0.003923066426068544
77,5866,3160,1609676466,0.0032788023818284273,0.00980247464030981,0.0035902061499655247,0.748220682144165,4.133225917816162,0.0012483575846999884,0.003861298318952322
78,5977,3220,1609676577,0.003195923985913396,0.010121537372469902,0.003664872143417597,0.7329344153404236,3.891965866088867,0.001252263318747282,0.003925258293747902
79,6048,3260,1609676648,0.0033059243578463793,0.00985047873109579,0.00362864276394248,0.7331982851028442,3.8970775604248047,0.001285647857002914,0.0038976920768618584
80,6086,3280,1609676686,0.003246353240683675,0.009698320180177689,0.0036009582690894604,0.7246850728988647,3.9162631034851074,0.0012920466251671314,0.003877414856106043
81,6156,3320,1609676756,0.00318029779009521,0.009765957482159138,0.003606450743973255,0.726075291633606,3.973728656768799,0.0012407539179548621,0.0039189779199659824
82,6301,3400,1609676901,0.003589975880458951,0.009732195176184177,0.003570297732949257,0.7170577645301819,4.068934440612793,0.0012173091527074575,0.0038693202659487724
83,6335,3420,1609676935,0.0031842943280935287,0.009608865715563297,0.0035718693397939205,0.7252093553543091,4.004620552062988,0.0012342119589447975,0.0038971940521150827
84,6548,3540,1609677148,0.0032362532801926136,0.009507283568382263,0.0035436516627669334,0.700113832950592,3.9514269828796387,0.001216889824718237,0.003882535733282566
85,6583,3560,1609677183,0.003450511023402214,0.00964285433292389,0.0035806738305836916,0.7273389101028442,3.6941537857055664,0.001255343551747501,0.0038852766156196594
86,6618,3580,1609677218,0.003130777273327112,0.009833167307078838,0.0035723852925002575,0.7140088081359863,3.922726631164551,0.0012250652071088552,0.003832778427749872
87,6653,3600,1609677253,0.0034306608140468597,0.009691267274320126,0.003573960391804576,0.713211715221405,3.755141496658325,0.0012069696094840765,0.0039018490351736546
88,6867,3720,1609677467,0.003340667812153697,0.009445341303944588,0.003526897169649601,0.6840173006057739,3.780756950378418,0.0012088138610124588,0.0038721654564142227
89,6902,3740,1609677502,0.003093726933002472,0.009491894394159317,0.0035337363369762897,0.7066461443901062,3.982805013656616,0.0011907608713954687,0.0038906591944396496
90,7005,3800,1609677605,0.003199916332960129,0.009565255604684353,0.0035482021048665047,0.7060889601707458,3.99141788482666,0.0012116172583773732,0.003879101946949959
91,7111,3860,1609677711,0.0034189694561064243,0.009397710673511028,0.0035253018140792847,0.6775164604187012,3.770050525665283,0.001219983329065144,0.003873149398714304
92,7146,3880,1609677746,0.003229571506381035,0.00964136142283678,0.0035595824010670185,0.6948277354240417,3.7287371158599854,0.0011817794293165207,0.00391012616455555
93,7254,3940,1609677854,0.0031105619855225086,0.009538281708955765,0.003519932273775339,0.648484468460083,3.7412796020507812,0.0011897371150553226,0.003844010643661022
94,7290,3960,1609677890,0.003330802544951439,0.00938516017049551,0.00360774714499712,0.703612208366394,3.877946138381958,0.0012954103294759989,0.00399427954107523
95,7357,4000,1609677957,0.0030465119052678347,0.00936746783554554,0.003499068319797516,0.6967355012893677,3.99446177482605,0.001186478417366743,0.0038555259816348553
96,7468,4060,1609678068,0.0032307193614542484,0.009405840188264847,0.0035053640604019165,0.6530038118362427,3.7541236877441406,0.0011902762344107032,0.0038536263164132833
97,7504,4080,1609678104,0.0033518467098474503,0.009375929832458496,0.0035241139121353626,0.70604407787323,4.020583152770996,0.0012387421447783709,0.0038588803727179766
98,7539,4100,1609678139,0.003021104959771037,0.009425069205462933,0.0035060588270425797,0.6988282799720764,3.820192575454712,0.0011992226354777813,0.003839891403913498
99,7611,4140,1609678211,0.0031536545138806105,0.009262708015739918,0.0034632771275937557,0.6889896392822266,3.760526180267334,0.0011918661184608936,0.0038015441969037056
100,7711,4200,1609678311,0.0030331548769026995,0.009342406876385212,0.003480290062725544,0.6955069899559021,4.041719436645508,0.001206759363412857,0.003799781668931246
101,7784,4240,1609678384,0.003217533929273486,0.009212607517838478,0.003510880284011364,0.6811262965202332,3.9250922203063965,0.0012243627570569515,0.003896822454407811
102,7821,4260,1609678421,0.0029948961455374956,0.009151635691523552,0.0034984718076884747,0.7143716812133789,3.9920732975006104,0.0011984850279986858,0.003914070315659046
103,7893,4300,1609678493,0.0030588358640670776,0.009646199643611908,0.003542852122336626,0.6738277077674866,4.067760944366455,0.0011748539982363582,0.0038764006458222866
104,7962,4340,1609678562,0.0032741460017859936,0.009292922914028168,0.003482467494904995,0.7052064538002014,3.8571338653564453,0.0012160855112597346,0.0038120311219245195
105,8070,4400,1609678670,0.0031108565162867308,0.009147267788648605,0.003496041987091303,0.708556056022644,4.122949123382568,0.001247372361831367,0.0038609695620834827
106,8142,4440,1609678742,0.0033274057786911726,0.009609566070139408,0.003523297840729356,0.6973607540130615,4.181204795837402,0.001163496170192957,0.0038543434347957373
107,8179,4460,1609678779,0.003005986800417304,0.009306663647294044,0.0034595062024891376,0.6154392957687378,3.951422691345215,0.0011959371622651815,0.0037740219850093126
108,8249,4500,1609678849,0.003153487341478467,0.00943999458104372,0.0035150661133229733,0.6538776159286499,3.8983654975891113,0.0011611180379986763,0.0038940380327403545
109,8284,4520,1609678884,0.002985034603625536,0.009156404063105583,0.003449852578341961,0.6521962881088257,3.916132688522339,0.0011630316730588675,0.0038344895001500845
110,8354,4560,1609678954,0.003027364145964384,0.009178327396512032,0.0034656915813684464,0.7237863540649414,4.092859268188477,0.0011631181696429849,0.0038640531711280346
111,8390,4580,1609678990,0.003183674532920122,0.00928243063390255,0.0034510348923504353,0.6320487260818481,3.9219045639038086,0.001183846266940236,0.003774425480514765
112,8461,4620,1609679061,0.002951524220407009,0.00911981612443924,0.0034544700756669044,0.638625979423523,3.9485466480255127,0.001173679600469768,0.0038468115963041782
113,8497,4640,1609679097,0.003350924700498581,0.009297743439674377,0.00348833529278636,0.6329414248466492,3.9648842811584473,0.0011968982871621847,0.0038433033041656017
114,8532,4660,1609679132,0.0030711754225194454,0.009092476218938828,0.003461927641183138,0.675316572189331,4.042850494384766,0.001172725111246109,0.0038742804899811745
115,8569,4680,1609679169,0.003132883459329605,0.009216103702783585,0.0034863136243075132,0.6667312979698181,4.03271484375,0.0012154895812273026,0.00384720740839839
116,8607,4700,1609679207,0.0033066398464143276,0.009502297267317772,0.003481172025203705,0.6819145679473877,3.938094139099121,0.0011468110606074333,0.0038084913976490498
117,8675,4740,1609679275,0.0032535544596612453,0.009179599583148956,0.003477246267721057,0.6359248161315918,4.175046443939209,0.001175961922854185,0.0038777461741119623
118,8746,4780,1609679346,0.002983583603054285,0.009536303579807281,0.003474112134426832,0.6847534775733948,3.8640494346618652,0.0011636335402727127,0.003763859858736396
119,8781,4800,1609679381,0.0033549447543919086,0.009048771113157272,0.003469685558229685,0.6768795847892761,4.039389610290527,0.0012311532627791166,0.0038485219702124596
120,8848,4840,1609679448,0.0031942236237227917,0.00924709439277649,0.0034597478806972504,0.6507031917572021,3.729004383087158,0.0011816907208412886,0.003808689070865512
121,8919,4880,1609679519,0.0029323031194508076,0.00909793097525835,0.0034338536206632853,0.6321147680282593,3.5927276611328125,0.0011827241396531463,0.0037969574332237244
122,8953,4900,1609679553,0.0033460003323853016,0.0093765277415514,0.003491249866783619,0.6612155437469482,3.8059885501861572,0.001192070310935378,0.0038286689668893814
123,9088,4980,1609679688,0.0029136035591363907,0.009308472275733948,0.003463595872744918,0.6127851009368896,3.9583756923675537,0.0011690591927617788,0.0038098404183983803
124,9300,5100,1609679900,0.0031909137032926083,0.008948737755417824,0.003393838182091713,0.6330736875534058,3.5947909355163574,0.0011671956162899733,0.0037688466254621744
125,9336,5120,1609679936,0.003096397267654538,0.009115928784012794,0.0034376417752355337,0.6532570123672485,3.817513942718506,0.001183735323138535,0.003798785386607051
126,9371,5140,1609679971,0.0028929696418344975,0.008928723633289337,0.0034016896970570087,0.6642407178878784,4.007230758666992,0.00117004057392478,0.0037909934762865305
127,9446,5180,1609680046,0.002964877989143133,0.00932811014354229,0.003451812779530883,0.6705586910247803,3.9626898765563965,0.0011649520602077246,0.003779908176511526
128,9484,5200,1609680084,0.0031068692915141582,0.008885876275599003,0.0034057949669659138,0.6377624273300171,3.8047351837158203,0.0011840781662613153,0.0038008177652955055
129,9519,5220,1609680119,0.0032197602558881044,0.008958768099546432,0.0034039542078971863,0.6240814924240112,3.694065570831299,0.0011543621076270938,0.0038019416388124228
130,9589,5260,1609680189,0.0032701417803764343,0.009029949083924294,0.0034219264052808285,0.631469190120697,4.018215179443359,0.0011664044577628374,0.00380810652859509
131,9622,5280,1609680222,0.0029930402524769306,0.008996296674013138,0.003423559945076704,0.6895437240600586,3.910529851913452,0.0011961262207478285,0.0037934142164885998
132,9765,5360,1609680365,0.0031896885484457016,0.008932329714298248,0.003435335587710142,0.6565506458282471,4.244848251342773,0.0012082712491974235,0.0038300687447190285
133,9836,5400,1609680436,0.0028786296024918556,0.008983021602034569,0.0033934209495782852,0.6136133670806885,3.7756667137145996,0.0011483174748718739,0.003775323275476694
134,9909,5440,1609680509,0.002947558183223009,0.00884920172393322,0.0033453695941716433,0.590725302696228,3.8186819553375244,0.0011157554108649492,0.003740373533219099
135,9982,5480,1609680582,0.0031265367288142443,0.008947541937232018,0.0033859529066830873,0.6370130777359009,3.9002137184143066,0.0011519803665578365,0.0037660617381334305
136,10016,5500,1609680616,0.002899017184972763,0.008969664573669434,0.0033854220528155565,0.6116465330123901,3.792518138885498,0.0011322160717099905,0.00377721362747252
137,10053,5520,1609680653,0.003291866509243846,0.009051894769072533,0.003406878560781479,0.6184341907501221,3.937425374984741,0.001157598104327917,0.003774486482143402
138,10303,5660,1609680903,0.0028661279939115047,0.008682959713041782,0.003329169936478138,0.6309053897857666,4.085522651672363,0.0011078767711296678,0.0037658666260540485
139,10337,5680,1609680937,0.0032746598590165377,0.008941070176661015,0.003356764791533351,0.6788167953491211,3.5210564136505127,0.0011370552238076925,0.003715038765221834
140,10373,5700,1609680973,0.0028917647432535887,0.008994471281766891,0.0034087980166077614,0.593376636505127,4.089016914367676,0.001134683028794825,0.0038210218772292137
141,10408,5720,1609681008,0.0030963076278567314,0.008942358195781708,0.0033961194567382336,0.6330620646476746,3.630460500717163,0.001182010630145669,0.003761481959372759
142,10442,5740,1609681042,0.003085693810135126,0.009198341518640518,0.0034357577096670866,0.6221226453781128,4.075693130493164,0.0011389355640858412,0.0038117174990475178
143,10477,5760,1609681077,0.0028554671443998814,0.008892957121133804,0.003359126392751932,0.6418660283088684,3.699532985687256,0.0011316740419715643,0.0037419686559587717
144,10551,5800,1609681151,0.0029663569293916225,0.008951747789978981,0.003395829815417528,0.6072432398796082,3.969564199447632,0.001173215452581644,0.003766471054404974
145,10658,5860,1609681258,0.0028491211123764515,0.008884066715836525,0.0033489386551082134,0.5851527452468872,3.9207892417907715,0.0011347958352416754,0.0037180387880653143
146,10692,5880,1609681292,0.003170367330312729,0.008932972326874733,0.003366622608155012,0.6691020727157593,3.795438289642334,0.001119675929658115,0.003758118487894535
147,10799,5940,1609681399,0.0032557782251387835,0.008908551186323166,0.0033668936230242252,0.6705373525619507,3.778571605682373,0.0011462332913652062,0.003740334417670965
148,10833,5960,1609681433,0.0028624110855162144,0.00881856307387352,0.003356870263814926,0.5887473821640015,3.8120603561401367,0.0011276500299572945,0.003765525994822383
149,10868,5980,1609681468,0.0030939984135329723,0.008799633011221886,0.003362212097272277,0.6035000085830688,3.9905481338500977,0.0011547920294106007,0.0037571582943201065
150,10939,6020,1609681539,0.0028477509040385485,0.009001138620078564,0.003365917829796672,0.6319087147712708,3.69675350189209,0.0011285305954515934,0.0037248979788273573
151,11012,6060,1609681612,0.0028885151259601116,0.00903851818293333,0.0034035202115774155,0.6248242855072021,3.747725248336792,0.00115140900015831,0.0037772981449961662
152,11046,6080,1609681646,0.0030060727149248123,0.009168468415737152,0.0034217413049191236,0.6179404854774475,3.5076794624328613,0.0011576720280572772,0.003770234063267708
153,11158,6140,1609681758,0.0031878319568932056,0.008899728767573833,0.003366076387465,0.6386755704879761,3.987985134124756,0.0011316065210849047,0.0037559950724244118
154,11301,6220,1609681901,0.002844075905159116,0.008844304829835892,0.0033638374879956245,0.61294025182724,4.155934810638428,0.0011385115794837475,0.003762340173125267
155,11405,6280,1609682005,0.002805945463478565,0.008937299251556396,0.0033573717810213566,0.6077587604522705,4.036463260650635,0.0011400380171835423,0.003714730031788349
156,11441,6300,1609682041,0.0032184706069529057,0.008804410696029663,0.0033328933641314507,0.6459237337112427,4.065219879150391,0.001110619050450623,0.003731328761205077
157,11479,6320,1609682079,0.002839110093191266,0.008808020502328873,0.00335736945271492,0.6270943880081177,4.158806800842285,0.0011340007185935974,0.003763854503631592
158,11513,6340,1609682113,0.0029987578745931387,0.008985297754406929,0.003375173546373844,0.5945211052894592,3.941419839859009,0.001144555164501071,0.0037357492838054895
159,11549,6360,1609682149,0.0030653434805572033,0.008862324990332127,0.003378643188625574,0.6478514671325684,3.9275591373443604,0.0011643520556390285,0.00376503961160779
160,11585,6380,1609682185,0.002795026171952486,0.009136573411524296,0.0034500816836953163,0.6180530786514282,3.769603967666626,0.001160839106887579,0.0038438267074525356
161,11657,6420,1609682257,0.002877345308661461,0.008986936882138252,0.0033712766598910093,0.6118816137313843,3.766101598739624,0.0011338323820382357,0.003736834041774273
162,11729,6460,1609682329,0.00315382843837142,0.008679001592099667,0.003316117450594902,0.6691358685493469,3.692143678665161,0.0011060903780162334,0.0037385160103440285
163,11764,6480,1609682364,0.0027993679977953434,0.008827200159430504,0.00338942464441061,0.5950669050216675,3.755051851272583,0.0011430832091718912,0.0038231739308685064
164,12047,6640,1609682647,0.0027609444223344326,0.009004143998026848,0.003389042569324374,0.6093313097953796,4.129131317138672,0.0011471064062789083,0.003759278217330575
165,12083,6660,1609682683,0.003161844564601779,0.008865931071341038,0.003355758497491479,0.6525682210922241,3.9874253273010254,0.0011140212882310152,0.0037607718259096146
166,12118,6680,1609682718,0.0028449613600969315,0.008927689865231514,0.003371624043211341,0.5863106846809387,3.905673027038574,0.0011433903127908707,0.0037478357553482056
167,12299,6780,1609682899,0.002910653594881296,0.008883820846676826,0.0033538013231009245,0.6051731109619141,3.943981170654297,0.001143326866440475,0.0037209358997642994
168,12372,6820,1609682972,0.0031488395761698484,0.009073233231902122,0.0033895536325871944,0.6464520692825317,3.967033624649048,0.001129593700170517,0.003754952922463417
169,12447,6860,1609683047,0.003026419086381793,0.008901460096240044,0.003344617085531354,0.6422529220581055,3.653749704360962,0.0011115334928035736,0.0037254192866384983
170,12551,6920,1609683151,0.0031608608551323414,0.008974696509540081,0.0033979592844843864,0.6026042699813843,3.7379369735717773,0.0011451105820015073,0.003791895229369402
171,12586,6940,1609683186,0.0028285575099289417,0.009078830480575562,0.003388653276488185,0.5938597917556763,4.099181175231934,0.0011500654509291053,0.003730515018105507
172,12623,6960,1609683223,0.002916474360972643,0.008932924829423428,0.0033932917285710573,0.6110442876815796,4.162973880767822,0.0011388855054974556,0.0038011542055755854
173,12768,7040,1609683368,0.002873471239581704,0.008964328095316887,0.0033593338448554277,0.5783240795135498,3.7828235626220703,0.0011123765725642443,0.003737958613783121
174,12841,7080,1609683441,0.0030948370695114136,0.00884298887103796,0.0033285696990787983,0.6265400648117065,3.784571409225464,0.0011118331458419561,0.0037071662954986095
175,13015,7180,1609683615,0.0031725417356938124,0.009027048945426941,0.0034060971811413765,0.6686514019966125,3.9807047843933105,0.0011266106739640236,0.0038119324017316103
176,13085,7220,1609683685,0.002919850405305624,0.009000668302178383,0.0034571634605526924,0.6552317142486572,3.776797294616699,0.0012166565284132957,0.00384983466938138
177,13119,7240,1609683719,0.0030009415931999683,0.009037312120199203,0.003389672376215458,0.5642908811569214,3.939244270324707,0.0011709509417414665,0.003725846530869603
178,13154,7260,1609683754,0.0027752367313951254,0.009094197303056717,0.0033843580167740583,0.6228420734405518,3.9718177318573,0.0011226895730942488,0.0037427458446472883
